route,origin,dest,distance_mi,scheduled_flights,carriers,on_time_pct,avg_arr_delay_min,p90_arr_delay_min,cancellation_rate_pct
OMA-LAX,OMA,LAX,1330.0,587,3,87.99,-0.59,17.0,0.511
SEA-BOI,SEA,BOI,399.0,3881,2,85.81,-1.65,22.0,0.232
SNA-STS,SNA,STS,433.0,745,1,81.25,1.13,40.5,0.671
SFO-GEG,SFO,GEG,733.0,890,2,75.65,9.11,52.0,0.562
PDX-SEA,PDX,SEA,129.0,4942,3,85.37,-0.09,23.0,0.688
SAN-AUS,SAN,AUS,1164.0,2577,3,71.89,9.95,49.4,0.97
LAX-PSC,LAX,PSC,851.0,360,2,86.03,-3.34,35.5,0.556
SFO-SAN,SFO,SAN,447.0,6621,5,64.86,17.45,68.0,1.223
RNO-PDX,RNO,PDX,444.0,307,2,92.51,-4.81,5.4,0.0
FAT-SAN,FAT,SAN,314.0,1774,2,74.66,8.76,44.0,1.409
EUG-LAX,EUG,LAX,748.0,401,3,87.72,1.6,20.2,0.499
RDM-SFO,RDM,SFO,462.0,1304,2,64.9,19.95,79.0,0.92
PDX-PSP,PDX,PSP,873.0,738,2,83.82,2.1,24.0,1.22
SLC-SEA,SLC,SEA,689.0,4125,4,80.14,2.69,32.0,0.897
SAN-SJC,SAN,SJC,417.0,4958,4,76.45,4.63,41.0,0.847
SEA-PSP,SEA,PSP,987.0,1653,3,83.28,0.23,26.0,0.968
SLC-SAN,SLC,SAN,626.0,3008,5,82.37,2.31,29.8,0.831
SAN-FAT,SAN,FAT,314.0,1774,2,78.4,1.25,38.0,2.086
LAX-LAS,LAX,LAS,236.0,8239,8,76.61,8.18,47.0,0.753
STS-SNA,STS,SNA,433.0,745,1,79.97,9.07,46.4,0.805
BUR-STS,BUR,STS,387.0,671,2,84.28,-3.73,27.0,2.235
SJC-BOI,SJC,BOI,523.0,676,2,83.21,-0.63,32.8,0.296
LAS-LAX,LAS,LAX,236.0,8249,8,78.75,5.39,38.0,0.715
BOI-BUR,BOI,BUR,656.0,430,2,85.55,-1.7,24.4,0.233
RNO-LAX,RNO,LAX,390.0,2478,3,87.51,-1.91,21.0,0.484
LAX-RNO,LAX,RNO,390.0,2478,3,88.64,-3.77,18.0,0.444
OAK-SEA,OAK,SEA,672.0,1879,3,77.63,5.11,38.0,0.798
SAN-EUG,SAN,EUG,850.0,474,3,78.68,1.51,34.0,1.055
BOI-SLC,BOI,SLC,290.0,1740,2,91.34,-4.59,12.0,0.977
OMA-MSP,OMA,MSP,282.0,1456,1,81.14,8.21,50.0,0.893
MFE-AUS,MFE,AUS,279.0,1032,1,86.56,1.07,28.0,0.484
SLC-COS,SLC,COS,411.0,721,1,92.05,-5.23,11.0,0.139
ATW-MSP,ATW,MSP,236.0,919,1,73.89,19.98,86.2,1.85
MSP-IAD,MSP,IAD,907.0,982,4,81.72,3.71,36.8,1.629
AUS-MSP,AUS,MSP,1042.0,1675,3,77.19,10.97,46.0,0.836
PVD-DTW,PVD,DTW,615.0,820,2,77.29,14.63,70.0,2.439
MOT-MSP,MOT,MSP,449.0,1316,1,81.66,8.28,44.4,1.976
GTF-SLC,GTF,SLC,463.0,1071,1,92.47,-7.82,7.0,0.747
TWF-SLC,TWF,SLC,175.0,831,1,95.41,-8.16,1.4,0.481
GRB-MSP,GRB,MSP,252.0,867,2,82.22,4.46,51.2,1.384
SLC-TUL,SLC,TUL,926.0,403,1,88.13,-2.02,19.5,0.744
BUR-SLC,BUR,SLC,574.0,1473,3,90.84,-4.89,12.0,0.475
SLC-MFR,SLC,MFR,575.0,729,1,90.98,-2.28,13.0,0.137
GFK-MSP,GFK,MSP,284.0,1077,1,85.49,-1.88,27.0,1.486
LAS-SJC,LAS,SJC,386.0,3779,5,78.58,3.49,40.0,0.291
DTW-CLE,DTW,CLE,95.0,1066,3,74.03,15.71,70.6,0.469
CLE-DTW,CLE,DTW,95.0,1065,3,79.15,13.75,67.2,0.376
BZN-SEA,BZN,SEA,543.0,1573,3,84.49,0.35,29.0,0.572
CHS-DTW,CHS,DTW,667.0,573,4,83.81,5.66,46.9,1.396
DTW-ALB,DTW,ALB,489.0,1095,2,76.83,13.73,69.0,1.279
SLC-TUS,SLC,TUS,600.0,1112,2,91.79,-5.24,11.0,0.18
SLC-EUG,SLC,EUG,618.0,769,1,93.24,-3.85,10.0,0.0
FWA-MSP,FWA,MSP,488.0,330,1,80.0,17.27,85.4,0.909
SLC-ABQ,SLC,ABQ,493.0,1154,1,91.84,-5.42,10.0,0.0
MSP-FWA,MSP,FWA,488.0,330,1,78.15,16.55,59.0,0.909
MSN-MSP,MSN,MSP,228.0,1134,2,83.3,3.43,38.0,1.058
MSP-MSN,MSP,MSN,228.0,1134,2,81.03,6.0,41.0,0.97
ONT-SLC,ONT,SLC,558.0,1239,3,91.61,-5.67,10.0,0.888
AUS-ECP,AUS,ECP,710.0,623,3,74.47,8.3,44.0,0.0
FAT-SLC,FAT,SLC,501.0,1366,1,94.55,-8.08,3.0,0.512
BIL-SLC,BIL,SLC,387.0,1074,2,91.64,-5.59,9.0,0.559
DTW-GRR,DTW,GRR,120.0,1590,3,74.48,18.74,81.6,0.881
SLC-GTF,SLC,GTF,463.0,1071,1,93.4,-7.43,6.0,0.747
DTW-SBN,DTW,SBN,157.0,712,2,70.92,22.79,109.4,0.983
BNA-LGA,BNA,LGA,764.0,3781,5,71.76,12.94,63.0,3.597
SMF-LAS,SMF,LAS,397.0,4114,4,79.92,5.57,38.0,0.559
SEA-LWS,SEA,LWS,262.0,364,1,91.46,-6.44,11.0,0.275
PIT-LGA,PIT,LGA,335.0,3012,2,80.91,5.86,49.5,4.814
MSP-RST,MSP,RST,76.0,308,1,84.54,7.19,30.0,1.299
RST-MSP,RST,MSP,76.0,308,1,82.57,5.59,35.7,1.299
FWA-DTW,FWA,DTW,128.0,680,1,79.88,14.46,60.5,0.588
DTW-TVC,DTW,TVC,207.0,1058,2,75.22,12.74,62.0,2.174
DTW-IND,DTW,IND,231.0,1016,3,79.46,10.28,60.8,1.181
IND-DTW,IND,DTW,231.0,1014,3,80.42,8.35,54.0,1.282
PIT-DTW,PIT,DTW,201.0,985,3,79.75,12.24,61.8,1.218
HIB-MSP,HIB,MSP,174.0,630,1,84.86,2.26,52.0,1.429
MSP-HIB,MSP,HIB,174.0,630,1,83.82,2.79,50.6,1.587
MSP-RHI,MSP,RHI,190.0,724,1,87.06,-1.77,26.0,2.348
SLC-GJT,SLC,GJT,217.0,583,1,94.84,-12.04,3.0,0.0
DTW-ESC,DTW,ESC,306.0,365,1,82.88,15.11,30.0,7.397
INL-MSP,INL,MSP,255.0,663,1,85.25,0.31,36.0,1.81
MSP-INL,MSP,INL,255.0,663,1,81.85,6.4,56.2,1.81
MSP-ABR,MSP,ABR,257.0,754,1,87.3,1.54,23.0,1.459
MSP-BRD,MSP,BRD,114.0,632,1,86.01,0.88,33.0,1.582
DTW-IMT,DTW,IMT,344.0,365,1,71.02,30.45,130.3,2.74
RHI-MSP,RHI,MSP,190.0,724,1,88.1,-2.91,21.0,2.486
MSP-ATY,MSP,ATY,193.0,365,1,87.99,5.97,21.0,1.644
CDC-SLC,CDC,SLC,221.0,629,1,93.92,-7.52,8.0,0.477
BTM-SLC,BTM,SLC,357.0,361,1,95.24,-13.18,-2.0,0.554
MQT-MSP,MQT,MSP,300.0,324,1,70.3,26.79,104.0,6.481
MSP-MQT,MSP,MQT,300.0,324,1,70.03,23.36,115.0,4.63
DTW-PLN,DTW,PLN,243.0,659,1,78.83,9.26,56.9,13.961
ABQ-SFO,ABQ,SFO,896.0,713,2,76.93,6.99,45.0,0.14
FAR-DEN,FAR,DEN,627.0,1419,3,72.66,14.65,72.0,1.057
SBA-LAX,SBA,LAX,89.0,687,1,88.95,-0.61,17.2,1.019
IAH-BTR,IAH,BTR,253.0,438,2,80.0,5.96,44.6,0.685
DEN-BFL,DEN,BFL,845.0,730,2,78.45,8.58,36.0,0.137
DLH-ORD,DLH,ORD,397.0,1223,2,68.81,26.41,87.7,4.497
IAH-AUS,IAH,AUS,140.0,2696,2,79.62,6.96,42.0,0.742
DEN-LEX,DEN,LEX,1086.0,365,2,72.1,9.09,57.0,0.822
TUS-SFO,TUS,SFO,751.0,945,2,69.3,13.84,67.3,0.423
SFO-ACV,SFO,ACV,250.0,1294,1,73.96,16.5,66.0,2.705
BDL-ORD,BDL,ORD,783.0,2365,5,75.59,13.25,49.0,2.791
OKC-DEN,OKC,DEN,495.0,3139,4,79.87,4.27,37.0,0.765
LAX-SBP,LAX,SBP,155.0,635,1,87.26,0.53,20.0,0.315
FWA-ORD,FWA,ORD,157.0,2763,3,67.64,27.08,105.1,4.669
SFO-SLC,SFO,SLC,599.0,3453,4,76.67,8.47,49.0,1.014
DFW-SGU,DFW,SGU,976.0,703,1,75.76,11.3,60.6,0.427
PHX-MAF,PHX,MAF,581.0,365,1,70.56,28.85,92.0,0.822
SHV-CLT,SHV,CLT,764.0,753,2,78.66,15.68,54.0,2.789
SJC-PHX,SJC,PHX,621.0,3019,4,81.35,5.33,35.0,0.762
RIC-ORD,RIC,ORD,642.0,2216,4,78.08,8.77,52.0,3.881
YUM-PHX,YUM,PHX,160.0,1327,2,85.11,5.72,34.0,1.206
SJT-DFW,SJT,DFW,229.0,1077,1,81.15,10.55,49.0,4.085
PHX-STS,PHX,STS,699.0,693,3,81.08,1.94,27.0,0.289
DFW-SWO,DFW,SWO,225.0,729,2,77.06,13.72,62.0,4.39
DFW-LCH,DFW,LCH,295.0,1044,2,83.4,4.5,39.0,2.586
LIT-DFW,LIT,DFW,304.0,2665,4,74.69,16.97,59.0,2.439
DFW-MAF,DFW,MAF,309.0,2923,3,80.84,5.27,43.0,2.84
CID-PHX,CID,PHX,1252.0,771,3,82.87,8.99,36.0,1.297
ORD-HSV,ORD,HSV,510.0,1101,2,66.13,26.32,98.4,3.724
DEN-JLN,DEN,JLN,582.0,327,1,79.69,15.98,65.1,0.612
JLN-ORD,JLN,ORD,484.0,365,1,79.83,19.96,83.7,3.288
ORD-FOD,ORD,FOD,324.0,571,1,74.07,10.78,66.1,4.553
ORD-JST,ORD,JST,487.0,362,1,63.86,59.73,134.6,5.801
DEN-COD,DEN,COD,391.0,933,1,80.91,4.45,41.5,0.75
LAR-DEN,LAR,DEN,113.0,627,1,70.87,15.78,79.0,1.435
COD-DEN,COD,DEN,391.0,933,1,71.55,18.29,74.7,0.965
DEN-HYS,DEN,HYS,298.0,627,1,79.05,22.51,55.0,2.073
FMN-DEN,FMN,DEN,289.0,365,1,83.79,13.56,27.0,0.0
DEN-PRC,DEN,PRC,558.0,608,1,83.31,5.49,44.2,0.822
DEN-EAR,DEN,EAR,305.0,626,1,80.23,10.19,38.0,0.479
GCC-DEN,GCC,DEN,313.0,726,1,82.89,8.95,32.0,0.689
DVL-DEN,DVL,DEN,638.0,627,1,75.0,17.76,75.9,2.233
MEI-IAH,MEI,IAH,422.0,627,1,83.71,2.53,43.1,1.116
SLN-IAH,SLN,IAH,621.0,326,1,81.17,11.02,59.8,0.613
SUX-ORD,SUX,ORD,436.0,365,1,78.43,13.2,49.4,1.644
RIW-DEN,RIW,DEN,296.0,728,1,82.94,13.24,66.0,0.275
DEN-SHR,DEN,SHR,359.0,766,1,81.03,11.86,49.0,0.653
HYS-DEN,HYS,DEN,298.0,627,1,80.23,15.47,73.8,2.392
DEN-FMN,DEN,FMN,289.0,365,1,82.69,9.69,44.1,0.0
ORD-DEC,ORD,DEC,156.0,627,1,69.57,19.28,89.6,4.306
PIR-DEN,PIR,DEN,385.0,660,1,80.72,10.26,54.0,1.818
LAF-ORD,LAF,ORD,119.0,566,1,75.14,26.72,102.8,3.004
ORD-EAU,ORD,EAU,269.0,626,1,68.54,25.5,92.3,5.272
MGW-ORD,MGW,ORD,449.0,330,1,63.49,41.87,180.4,7.576
ORD-MGW,ORD,MGW,449.0,330,1,68.0,31.54,98.0,6.061
DAY-ORD,DAY,ORD,240.0,1781,5,72.62,18.31,89.0,4.941
ORD-ILM,ORD,ILM,760.0,542,4,83.33,0.16,35.0,1.476
ORD-FCA,ORD,FCA,1352.0,532,4,74.81,8.82,44.0,1.504
IAH-MEM,IAH,MEM,468.0,1088,2,79.74,6.47,38.5,1.103
LFT-IAH,LFT,IAH,201.0,314,1,83.44,3.65,33.9,1.592
ORD-DLH,ORD,DLH,397.0,1223,2,64.95,22.25,78.7,4.415
MCI-SFO,MCI,SFO,1499.0,365,2,72.22,11.96,86.1,0.822
SFO-SBP,SFO,SBP,191.0,1144,2,74.31,18.85,57.0,1.136
IND-ORD,IND,ORD,177.0,5255,5,77.14,10.91,50.7,3.292
LAX-RDM,LAX,RDM,726.0,452,1,90.18,-3.77,14.0,0.664
ORD-IND,ORD,IND,177.0,5262,5,74.92,12.66,58.0,3.877
DEN-HDN,DEN,HDN,141.0,1426,3,73.82,12.86,56.0,0.351
SCE-ORD,SCE,ORD,528.0,550,2,74.39,18.14,85.2,2.0
CHO-ORD,CHO,ORD,566.0,1215,1,69.38,30.36,111.0,4.362
PVD-ORD,PVD,ORD,849.0,1686,5,74.95,15.81,60.0,4.211
OKC-IAH,OKC,IAH,395.0,1285,2,84.17,2.13,26.1,1.012
PIA-DEN,PIA,DEN,793.0,432,2,72.88,11.76,60.7,1.62
DEN-OMA,DEN,OMA,472.0,3308,4,76.98,7.84,46.0,0.272
SFO-MRY,SFO,MRY,77.0,732,1,75.45,13.16,63.0,0.41
MKE-DEN,MKE,DEN,896.0,2322,4,78.92,5.45,41.0,0.388
DEN-ABQ,DEN,ABQ,349.0,3201,3,78.39,6.34,44.0,0.406
DEN-ACV,DEN,ACV,1026.0,369,1,79.89,6.24,47.0,0.542
SFO-OTH,SFO,OTH,412.0,316,1,71.84,11.42,53.0,0.633
ORD-OMA,ORD,OMA,416.0,3060,6,70.34,13.42,62.0,2.451
RDM-LAX,RDM,LAX,726.0,454,1,77.78,7.1,36.1,0.661
HDN-DEN,HDN,DEN,141.0,1425,3,79.52,0.77,44.0,0.491
ORD-CHO,ORD,CHO,566.0,1215,1,66.81,22.96,90.0,4.198
PSC-SFO,PSC,SFO,620.0,596,1,70.99,13.81,54.8,0.168
ORD-TUS,ORD,TUS,1437.0,1042,4,69.93,15.28,71.0,1.631
EGE-DEN,EGE,DEN,120.0,1171,2,78.59,5.59,42.0,0.512
CID-DEN,CID,DEN,692.0,1127,3,78.98,12.2,50.0,1.065
ORD-SAV,ORD,SAV,773.0,1564,5,77.6,8.57,47.0,1.854
ORD-TYS,ORD,TYS,475.0,2188,5,67.28,26.25,90.0,3.748
DEN-JAC,DEN,JAC,406.0,1632,2,82.68,3.08,35.0,1.225
GSP-ORD,GSP,ORD,577.0,1813,6,76.53,7.44,51.0,3.971
SFO-MCI,SFO,MCI,1499.0,365,2,68.87,11.27,60.0,0.274
RDD-DEN,RDD,DEN,932.0,331,1,80.49,3.89,47.3,0.0
DEN-SHV,DEN,SHV,792.0,436,1,77.78,7.29,58.9,0.917
DFW-HOU,DFW,HOU,247.0,2001,3,76.05,9.45,54.0,3.748
AUS-DFW,AUS,DFW,190.0,4706,5,74.02,22.52,77.0,3.591
DFW-AUS,DFW,AUS,190.0,4705,4,67.95,18.84,74.0,3.337
DFW-JAN,DFW,JAN,408.0,1909,3,75.42,12.09,60.4,2.933
BUF-DTW,BUF,DTW,241.0,1207,3,80.86,9.99,53.0,1.74
LAX-PSP,LAX,PSP,110.0,484,1,90.0,-0.43,14.1,0.62
MSN-DEN,MSN,DEN,826.0,1099,3,81.4,6.13,40.0,0.728
ORD-SAT,ORD,SAT,1041.0,1977,5,74.08,8.8,62.0,1.973
SAT-ORD,SAT,ORD,1041.0,1979,5,76.8,9.09,49.0,2.324
MSP-DEN,MSP,DEN,680.0,5821,5,78.35,7.02,42.0,0.687
ROC-ORD,ROC,ORD,528.0,2355,4,75.52,13.5,63.5,2.42
ONT-PDX,ONT,PDX,838.0,565,3,90.2,-6.32,14.0,0.708
LAS-STS,LAS,STS,454.0,346,2,78.49,1.15,38.0,0.0
ATL-MOB,ATL,MOB,302.0,905,2,79.23,9.21,57.0,1.989
MOB-ATL,MOB,ATL,302.0,905,2,83.26,1.05,44.0,2.099
MKE-MSP,MKE,MSP,297.0,1559,2,81.8,6.54,42.7,0.962
MSP-MKE,MSP,MKE,297.0,1559,2,80.7,5.64,42.2,0.898
MSP-FSD,MSP,FSD,196.0,1347,2,77.76,8.96,49.0,1.114
ABQ-DAL,ABQ,DAL,580.0,1628,1,82.32,2.49,32.0,1.474
ALB-BWI,ALB,BWI,288.0,1764,1,88.77,-2.62,17.0,1.474
ATL-BWI,ATL,BWI,577.0,5404,4,75.59,10.85,50.0,2.073
ATL-CMH,ATL,CMH,447.0,3155,3,80.18,5.42,36.0,1.458
ATL-LAS,ATL,LAS,1747.0,4773,4,75.84,7.98,47.0,0.817
ATL-PIT,ATL,PIT,526.0,2754,2,83.75,3.17,30.0,1.997
AUS-DCA,AUS,DCA,1315.0,364,1,65.83,14.4,48.2,0.824
AUS-ELP,AUS,ELP,528.0,1042,1,74.16,8.26,43.4,0.288
AUS-FLL,AUS,FLL,1105.0,1167,3,67.31,15.77,59.3,2.228
AUS-MCO,AUS,MCO,994.0,2832,4,72.13,12.93,55.0,1.377
AUS-MDW,AUS,MDW,972.0,1349,1,76.71,9.18,42.0,1.038
AUS-MIA,AUS,MIA,1103.0,2192,6,78.69,6.3,43.0,1.141
AUS-ONT,AUS,ONT,1196.0,335,1,74.47,7.82,39.4,0.597
AUS-SNA,AUS,SNA,1209.0,352,1,69.32,8.72,47.0,0.0
BDL-MCO,BDL,MCO,1050.0,1895,4,73.77,12.18,58.0,2.005
BHM-LAS,BHM,LAS,1618.0,359,1,85.79,-1.67,21.4,0.0
BNA-BUR,BNA,BUR,1791.0,329,1,72.62,7.83,51.6,1.216
BNA-BWI,BNA,BWI,587.0,1813,2,77.18,5.34,40.0,1.82
BNA-CMH,BNA,CMH,338.0,1035,1,78.29,6.57,42.0,0.58
BNA-DEN,BNA,DEN,1013.0,3645,3,75.12,8.79,47.1,0.631
BNA-MCI,BNA,MCI,491.0,1380,2,75.48,6.55,41.0,0.725
BNA-MSY,BNA,MSY,471.0,1489,2,78.27,4.5,37.0,0.739
BNA-PBI,BNA,PBI,757.0,365,1,68.32,13.41,47.8,0.274
BNA-PHX,BNA,PHX,1449.0,2363,3,78.14,6.93,38.0,0.931
BNA-PIT,BNA,PIT,462.0,1102,2,72.99,8.6,40.0,0.544
BNA-PVD,BNA,PVD,906.0,380,1,80.64,1.53,28.8,0.789
BNA-SAT,BNA,SAT,822.0,940,2,78.8,1.33,32.7,0.638
BNA-SFO,BNA,SFO,1969.0,1158,2,69.26,12.9,59.0,0.691
BNA-SLC,BNA,SLC,1404.0,1206,2,84.04,2.02,29.0,0.663
BNA-STL,BNA,STL,272.0,1286,1,79.43,2.82,38.0,0.933
BNA-TPA,BNA,TPA,612.0,2479,3,74.07,8.86,41.0,0.928
BNA-VPS,BNA,VPS,389.0,818,1,82.04,-0.2,34.6,0.244
BOS-BNA,BOS,BNA,942.0,2934,6,70.34,12.34,64.0,2.113
BUF-MCO,BUF,MCO,1011.0,1792,3,75.78,9.75,46.0,1.451
BUF-MDW,BUF,MDW,468.0,824,1,76.82,8.86,42.0,1.335
BUF-TPA,BUF,TPA,1053.0,732,2,79.89,5.34,40.5,0.546
BUR-OAK,BUR,OAK,325.0,2735,1,85.49,-2.17,27.0,0.951
BWI-ABQ,BWI,ABQ,1670.0,402,1,76.38,4.4,34.3,0.746
BWI-BNA,BWI,BNA,587.0,1812,2,80.38,3.41,33.7,1.876
BWI-BOS,BWI,BOS,369.0,3517,3,75.0,8.39,55.0,2.786
BWI-BUF,BWI,BUF,281.0,1748,1,77.38,6.97,36.0,1.888
BWI-CHS,BWI,CHS,472.0,1234,2,80.2,3.6,35.0,1.621
BWI-DAL,BWI,DAL,1209.0,1803,1,76.4,5.12,41.4,1.553
BWI-HOU,BWI,HOU,1246.0,1468,1,76.09,5.06,42.4,1.362
BWI-JAX,BWI,JAX,663.0,1401,1,76.4,6.44,37.4,1.57
BWI-LAS,BWI,LAS,2106.0,1789,2,79.58,2.47,34.0,0.783
BWI-LAX,BWI,LAX,2329.0,1701,3,73.94,6.66,41.0,1.293
BWI-MCO,BWI,MCO,787.0,4682,3,75.55,9.47,50.0,2.243
BWI-MKE,BWI,MKE,641.0,830,1,76.2,6.0,44.0,2.048
BWI-ORF,BWI,ORF,159.0,1549,1,78.98,3.48,36.0,1.42
BWI-ROC,BWI,ROC,277.0,1104,1,75.62,8.21,38.0,1.359
BWI-RSW,BWI,RSW,919.0,1411,1,75.51,8.01,39.0,1.914
BWI-SRQ,BWI,SRQ,880.0,1250,1,80.59,2.71,36.0,1.52
CLE-STL,CLE,STL,487.0,698,1,82.93,0.36,29.4,0.143
CLT-DAL,CLT,DAL,926.0,377,1,80.76,0.21,29.0,1.592
CMH-BNA,CMH,BNA,338.0,1040,1,83.83,-0.4,27.0,0.673
CMH-DAL,CMH,DAL,919.0,535,1,79.54,2.56,33.8,1.495
CMH-STL,CMH,STL,409.0,673,1,84.56,1.46,32.0,0.743
COS-PHX,COS,PHX,551.0,1001,1,81.64,2.42,31.0,0.1
CRP-HOU,CRP,HOU,187.0,976,1,86.45,-4.26,24.0,0.205
CVG-MCO,CVG,MCO,757.0,1795,4,79.77,6.48,45.0,1.17
DAL-ATL,DAL,ATL,721.0,3350,2,78.41,8.44,45.0,2.0
DAL-ECP,DAL,ECP,674.0,691,1,70.16,13.32,61.0,0.289
DAL-IND,DAL,IND,755.0,675,1,73.87,11.46,52.0,1.333
DAL-LAX,DAL,LAX,1246.0,1470,1,68.82,12.12,50.8,1.02
DAL-MAF,DAL,MAF,319.0,1352,1,78.48,4.4,43.0,1.036
DAL-MCO,DAL,MCO,973.0,2638,1,70.22,13.08,51.0,1.63
DAL-MEM,DAL,MEM,423.0,457,1,74.0,10.82,42.1,1.532
DAL-MIA,DAL,MIA,1109.0,417,1,70.44,15.67,74.0,2.158
DAL-MKE,DAL,MKE,850.0,401,1,70.45,10.74,50.0,1.247
DAL-OMA,DAL,OMA,586.0,433,1,70.63,11.75,47.0,0.924
DAL-PIT,DAL,PIT,1060.0,366,1,70.52,15.65,50.6,0.82
DAL-SAN,DAL,SAN,1182.0,1577,1,73.84,7.83,46.0,1.268
DAL-SAV,DAL,SAV,915.0,328,1,62.65,18.88,62.1,0.61
DAL-TPA,DAL,TPA,917.0,1286,1,70.42,12.8,52.0,1.011
DCA-BNA,DCA,BNA,562.0,4354,5,76.42,7.61,51.0,2.71
DCA-MSY,DCA,MSY,969.0,1947,4,73.4,8.88,54.0,2.979
DCA-OKC,DCA,OKC,1158.0,691,5,66.27,16.97,71.0,3.184
DCA-PVD,DCA,PVD,356.0,2423,5,73.12,10.58,55.7,4.457
DEN-AUS,DEN,AUS,775.0,5394,4,76.65,6.89,45.0,0.538
DEN-BWI,DEN,BWI,1491.0,2815,3,77.5,5.16,39.0,1.03
DEN-CHS,DEN,CHS,1449.0,642,2,77.0,5.81,30.0,0.312
DEN-ELP,DEN,ELP,563.0,1865,3,75.35,8.35,49.0,0.322
DEN-IND,DEN,IND,976.0,2497,3,76.68,7.53,41.0,0.4
DEN-JAX,DEN,JAX,1446.0,1020,2,76.55,6.75,43.0,0.0
DEN-MCO,DEN,MCO,1547.0,4542,3,77.77,4.96,40.0,0.661
DEN-MIA,DEN,MIA,1709.0,2468,4,74.42,10.0,49.8,0.527
DEN-MSY,DEN,MSY,1062.0,2277,3,78.02,4.49,41.0,0.571
DEN-ONT,DEN,ONT,819.0,2642,3,74.91,8.77,48.2,0.076
DEN-RDU,DEN,RDU,1436.0,1742,3,75.99,7.62,41.7,0.804
DEN-RIC,DEN,RIC,1481.0,791,3,71.23,11.76,47.8,0.759
DEN-RSW,DEN,RSW,1607.0,1153,3,80.14,3.23,42.0,0.173
DEN-SAT,DEN,SAT,794.0,3043,4,77.43,6.92,44.0,0.263
DEN-SAV,DEN,SAV,1414.0,373,3,81.5,1.06,21.0,0.0
DEN-SBA,DEN,SBA,916.0,1073,2,73.45,9.72,49.0,0.28
DEN-SFO,DEN,SFO,967.0,5465,3,64.59,15.61,69.0,0.311
DEN-SNA,DEN,SNA,846.0,3685,3,80.93,2.13,31.0,0.271
DTW-BWI,DTW,BWI,409.0,2252,4,81.07,3.96,32.0,1.421
DTW-DEN,DTW,DEN,1123.0,3095,5,80.16,4.16,40.0,0.355
DTW-LAS,DTW,LAS,1749.0,2792,4,75.25,7.7,48.0,0.501
ECP-DAL,ECP,DAL,674.0,692,1,80.09,3.19,38.6,0.867
ELP-DAL,ELP,DAL,562.0,1770,1,80.1,5.59,34.2,1.073
ELP-SAT,ELP,SAT,496.0,747,1,83.18,2.33,28.8,0.134
EUG-LAS,EUG,LAS,700.0,473,2,71.13,23.93,55.0,0.211
EUG-SMF,EUG,SMF,384.0,365,1,92.56,-6.41,9.8,0.0
FLL-BWI,FLL,BWI,925.0,3118,4,72.19,11.67,52.1,2.854
FLL-DAL,FLL,DAL,1108.0,547,1,71.94,8.8,43.0,1.828
FLL-MCO,FLL,MCO,177.0,1448,3,78.0,6.78,50.0,1.381
GEG-LAS,GEG,LAS,806.0,855,2,82.65,0.26,27.8,0.234
GEG-OAK,GEG,OAK,723.0,381,1,90.29,-6.29,14.0,0.0
GEG-PHX,GEG,PHX,1020.0,1258,4,83.68,5.99,28.0,0.397
GRR-LAS,GRR,LAS,1642.0,385,2,74.93,5.13,43.0,0.0
HNL-ITO,HNL,ITO,216.0,6294,3,84.57,4.7,22.0,0.985
HNL-KOA,HNL,KOA,163.0,7234,3,85.93,3.92,19.0,1.106
HNL-OGG,HNL,OGG,101.0,10072,3,84.86,4.04,22.0,0.884
HOU-CRP,HOU,CRP,187.0,976,1,77.23,5.58,42.0,0.102
HOU-DCA,HOU,DCA,1218.0,1052,1,69.95,12.3,51.0,1.711
HOU-DEN,HOU,DEN,883.0,2380,1,77.75,5.7,41.7,0.336
HOU-ELP,HOU,ELP,677.0,1045,1,77.52,4.54,37.0,0.287
HOU-FLL,HOU,FLL,957.0,809,1,66.04,14.76,51.0,0.371
HOU-MAF,HOU,MAF,441.0,1358,1,82.15,1.95,32.0,0.515
HOU-MCO,HOU,MCO,849.0,2054,1,77.42,7.19,37.0,0.779
HOU-ONT,HOU,ONT,1345.0,362,1,77.99,7.16,35.4,0.276
HOU-SMF,HOU,SMF,1624.0,364,1,79.12,3.63,37.7,0.0
HRL-HOU,HRL,HOU,277.0,1181,1,80.29,4.8,34.4,0.254
IAD-DEN,IAD,DEN,1452.0,3465,2,83.02,1.88,29.0,0.548
IND-RSW,IND,RSW,945.0,808,2,79.02,5.84,37.5,0.866
ISP-BWI,ISP,BWI,220.0,1235,1,84.75,2.85,26.0,1.538
ISP-MCO,ISP,MCO,971.0,1424,3,73.45,11.72,60.0,1.966
ISP-PBI,ISP,PBI,1052.0,1221,3,72.25,13.65,50.2,2.129
JAX-BNA,JAX,BNA,483.0,1112,2,81.13,5.44,33.0,0.809
JAX-DAL,JAX,DAL,906.0,350,1,68.22,15.33,50.8,1.429
KOA-SMF,KOA,SMF,2435.0,521,3,89.44,-4.1,15.0,0.0
LAS-ABQ,LAS,ABQ,486.0,1716,2,76.98,6.39,43.0,0.466
LAS-BNA,LAS,BNA,1587.0,2051,6,77.97,4.67,33.0,0.829
LAS-BWI,LAS,BWI,2106.0,1782,2,78.91,2.86,33.0,0.842
LAS-COS,LAS,COS,604.0,861,1,75.73,7.27,45.4,0.232
LAS-DAL,LAS,DAL,1067.0,2842,1,71.23,10.7,49.0,1.548
