route,origin,dest,distance_mi,scheduled_flights,carriers,on_time_pct,avg_arr_delay_min,p90_arr_delay_min,cancellation_rate_pct,log_flights,segment_id,segment,pc1,pc2
APN-DTW,APN,DTW,198.0,631,1,83.0,6.75,54.4,4.913,2.8000293592441343,2,"Thin route - reliable, short delay tail",0.3857957121810982,-1.131756007670575
BJI-MSP,BJI,MSP,199.0,728,1,85.12,1.55,34.0,1.099,2.862131379313037,2,"Thin route - reliable, short delay tail",-1.5237305007529058,-0.6035476655607168
MSP-BJI,MSP,BJI,199.0,728,1,84.52,8.77,43.4,1.236,2.862131379313037,2,"Thin route - reliable, short delay tail",-0.7100958456345704,-0.829979691915477
IMT-DTW,IMT,DTW,344.0,365,1,77.14,13.07,78.5,4.11,2.5622928644564746,1,"Thin route - long delay tail, high average delay",1.5986115728846246,-2.0029943472208074
DTW-MQT,DTW,MQT,349.0,364,1,78.18,23.65,69.4,7.418,2.561101383649056,1,"Thin route - long delay tail, high average delay",2.755063101728463,-2.2456800754818946
ATY-MSP,ATY,MSP,193.0,364,1,92.46,-1.04,9.3,1.648,2.561101383649056,2,"Thin route - reliable, short delay tail",-2.908921157804349,-0.883602622365908
SLC-CDC,SLC,CDC,221.0,629,1,94.4,-9.93,6.0,0.477,2.798650645445269,2,"Thin route - reliable, short delay tail",-3.927036842000435,-0.12360065861273319
SLC-BTM,SLC,BTM,357.0,361,1,95.52,-11.05,5.0,0.554,2.5575072019056577,2,"Thin route - reliable, short delay tail",-4.21485238040204,-0.5802939161177766
PLN-DTW,PLN,DTW,243.0,659,1,82.72,4.67,54.6,13.961,2.8188854145940097,1,"Thin route - long delay tail, high average delay",2.3616167847303227,-1.3424859464971042
COS-DEN,COS,DEN,73.0,5008,3,80.55,3.33,40.1,1.118,3.6996643202023733,0,"Trunk route - multi-carrier, unreliable",-0.24785082992039986,1.9151486197843473
ACV-LAX,ACV,LAX,577.0,423,1,88.76,1.99,18.0,1.182,2.6263403673750423,2,"Thin route - reliable, short delay tail",-2.3317588317445743,-0.9541168524947177
GJT-DEN,GJT,DEN,212.0,2256,2,78.39,6.68,46.0,1.197,3.3533390953113047,2,"Thin route - reliable, short delay tail",0.017109525678833972,0.5673631686145779
ORD-SBN,ORD,SBN,84.0,2737,3,63.85,25.82,96.0,4.457,3.4372747974101237,1,"Thin route - long delay tail, high average delay",4.701609785098934,0.13293949205764577
BTR-IAH,BTR,IAH,253.0,438,2,76.73,8.24,50.0,0.913,2.6414741105040997,2,"Thin route - reliable, short delay tail",0.002488017143705014,-0.9727483497257192
CRP-IAH,CRP,IAH,201.0,540,1,78.28,12.06,44.0,1.111,2.7323937598229686,2,"Thin route - reliable, short delay tail",-0.07059735137285862,-1.2764671651889734
LNK-DEN,LNK,DEN,423.0,1588,1,80.06,8.54,58.0,0.882,3.2008504980910772,2,"Thin route - reliable, short delay tail",0.020876306230253844,-0.3182527877194903
MLI-ORD,MLI,ORD,139.0,2264,3,72.61,19.1,78.0,5.08,3.354876422516234,1,"Thin route - long delay tail, high average delay",3.1985612872901825,0.3584260477118931
AVL-ORD,AVL,ORD,536.0,1473,4,74.03,11.61,62.0,2.851,3.168202746842631,0,"Trunk route - multi-carrier, unreliable",1.652031740606594,0.779108935957773
DEN-SLC,DEN,SLC,391.0,7733,5,78.77,5.61,41.0,0.375,3.888348010178049,0,"Trunk route - multi-carrier, unreliable",0.20571846690490556,3.1697675764558624
ACV-SFO,ACV,SFO,250.0,1292,1,59.55,27.45,82.0,2.941,3.1112625136590655,1,"Thin route - long delay tail, high average delay",3.983050324295305,-1.4733533798329668
DEN-FCA,DEN,FCA,752.0,1010,2,82.22,4.8,33.0,0.495,3.0043213737826426,2,"Thin route - reliable, short delay tail",-1.1349061281717638,0.02743035970359538
DEN-LIT,DEN,LIT,771.0,1573,4,81.69,4.99,37.0,0.572,3.196728722623287,0,"Trunk route - multi-carrier, unreliable",-0.5988337981460999,1.3326980635813812
CID-ORD,CID,ORD,196.0,2755,6,72.94,17.77,67.0,3.993,3.4401216031878037,0,"Trunk route - multi-carrier, unreliable",2.9953782735708967,2.103316763252064
IAH-CRP,IAH,CRP,201.0,539,1,81.39,8.39,59.0,1.299,2.7315887651867388,2,"Thin route - reliable, short delay tail",-0.11967005841060752,-1.2532342820495013
DEN-SAF,DEN,SAF,303.0,1653,1,82.45,4.74,40.6,0.968,3.2182728535714475,2,"Thin route - reliable, short delay tail",-0.8337496798278992,-0.03730483866119074
DEN-ASE,DEN,ASE,125.0,2724,1,74.55,16.51,69.5,5.14,3.4352071032407476,1,"Thin route - long delay tail, high average delay",2.4114875771397295,-0.288342712167348
BFL-DEN,BFL,DEN,845.0,728,2,86.72,0.02,28.0,0.275,2.862131379313037,2,"Thin route - reliable, short delay tail",-2.0591157233206276,-0.05078574694969476
DEN-HLN,DEN,HLN,594.0,814,1,79.95,6.83,45.0,0.614,2.910624404889201,2,"Thin route - reliable, short delay tail",-0.6331369830531398,-0.7969023030998286
ORD-DAY,ORD,DAY,240.0,1784,5,66.51,33.41,108.0,4.933,3.2513948500401044,1,"Thin route - long delay tail, high average delay",5.622778531642166,0.49311270296214726
SLC-DEN,SLC,DEN,391.0,7728,5,79.05,4.16,39.0,0.492,3.8880671134074367,0,"Trunk route - multi-carrier, unreliable",0.060289080805613994,3.213814594704621
DEN-BIL,DEN,BIL,455.0,1778,2,80.56,5.12,36.2,0.619,3.249931756634195,2,"Thin route - reliable, short delay tail",-0.727543894915624,0.49166735024127534
DEN-OKC,DEN,OKC,495.0,3135,4,78.02,6.33,41.0,0.574,3.496237545166735,0,"Trunk route - multi-carrier, unreliable",0.043601130702307624,1.8465687705372205
MRY-SFO,MRY,SFO,77.0,733,1,63.51,16.57,62.2,0.546,2.8651039746411278,1,"Thin route - long delay tail, high average delay",1.7970081865807623,-1.4604225475385495
ICT-DEN,ICT,DEN,420.0,2207,3,78.98,6.74,42.0,0.544,3.343802333161655,0,"Trunk route - multi-carrier, unreliable",-0.17470336360596947,1.0659166458626221
DEN-ICT,DEN,ICT,420.0,2211,3,78.19,6.48,43.0,0.633,3.344588742578714,0,"Trunk route - multi-carrier, unreliable",-0.0839841086875207,1.0490133992615274
LAX-MRY,LAX,MRY,266.0,856,2,89.75,-3.23,15.2,0.584,2.932473764677153,2,"Thin route - reliable, short delay tail",-2.6591698907472523,0.3375867176390234
LAX-ACV,LAX,ACV,577.0,422,1,87.59,-5.68,19.0,0.948,2.625312450961674,2,"Thin route - reliable, short delay tail",-2.78737037602839,-0.8196589786927562
DEN-SBP,DEN,SBP,931.0,724,2,78.57,10.41,39.0,0.414,2.859738566197147,2,"Thin route - reliable, short delay tail",-0.4201568512743258,-0.5018480594501731
FAR-ORD,FAR,ORD,557.0,2054,2,73.51,18.27,77.0,3.019,3.3126004392612596,1,"Thin route - long delay tail, high average delay",2.34458325858371,-0.13515782650033933
DEN-TYS,DEN,TYS,1162.0,1001,5,79.84,2.46,38.0,0.4,3.000434077479319,0,"Trunk route - multi-carrier, unreliable",-0.6370589255846351,1.3946359717155965
BOI-DEN,BOI,DEN,649.0,3033,4,81.61,5.72,36.0,0.132,3.4818724103106633,0,"Trunk route - multi-carrier, unreliable",-0.5391054138540576,1.9299501260177405
PDX-SFO,PDX,SFO,550.0,3494,4,69.35,12.4,53.0,0.401,3.543322900646912,0,"Trunk route - multi-carrier, unreliable",1.409868599810462,1.5813439103731977
GUC-DEN,GUC,DEN,152.0,994,1,82.91,1.85,44.8,0.805,2.997386384397313,2,"Thin route - reliable, short delay tail",-1.0545982023563518,-0.4328105262523739
DEN-TUS,DEN,TUS,639.0,2729,4,77.33,6.27,43.0,0.293,3.4360035356698964,0,"Trunk route - multi-carrier, unreliable",0.034010491478266465,1.6958026279769747
DSM-DEN,DSM,DEN,589.0,2330,4,83.4,3.74,35.8,0.601,3.367355921026019,0,"Trunk route - multi-carrier, unreliable",-0.7438380605887226,1.7602321322457435
MRY-LAX,MRY,LAX,266.0,853,2,87.5,-1.73,19.0,0.586,2.930949031167523,2,"Thin route - reliable, short delay tail",-2.2839229812094124,0.23724032497948533
SBN-ORD,SBN,ORD,84.0,2738,3,65.97,26.52,99.4,3.944,3.437433443797971,1,"Thin route - long delay tail, high average delay",4.556476296711831,0.15049760544500856
PIA-ORD,PIA,ORD,130.0,2284,2,70.7,17.33,74.0,4.685,3.3586960995738107,1,"Thin route - long delay tail, high average delay",2.889820584896869,-0.07014831580180167
DEN-MKE,DEN,MKE,896.0,2319,4,76.61,8.48,45.0,0.388,3.3653007486379876,0,"Trunk route - multi-carrier, unreliable",0.24472009865751493,1.4557834669037666
SGU-PHX,SGU,PHX,262.0,891,1,83.22,4.84,36.0,0.112,2.949877704036875,2,"Thin route - reliable, short delay tail",-1.3051996555041698,-0.5136731818565247
PHX-SGU,PHX,SGU,262.0,890,1,83.63,5.25,33.0,0.112,2.949390006644913,2,"Thin route - reliable, short delay tail",-1.3885561705348188,-0.49544461054209793
SGU-DFW,SGU,DFW,976.0,704,1,80.17,8.35,51.5,0.426,2.847572659142112,2,"Thin route - reliable, short delay tail",-0.5050644363419673,-1.0215195487918312
MHK-DFW,MHK,DFW,431.0,1086,2,85.55,-0.66,30.4,2.302,3.035829825252828,2,"Thin route - reliable, short delay tail",-1.3487058646707317,0.25113924952841915
PHX-YUM,PHX,YUM,160.0,1327,2,84.2,4.53,35.0,1.206,3.1228709228644354,2,"Thin route - reliable, short delay tail",-0.9480356089313468,0.3232084804200044
SWO-DFW,SWO,DFW,225.0,729,2,82.6,10.3,54.0,3.567,2.8627275283179747,2,"Thin route - reliable, short delay tail",0.4985221115457546,-0.5630691468261989
DFW-EVV,DFW,EVV,642.0,967,3,80.34,6.42,41.0,2.896,2.9854264740830017,2,"Thin route - reliable, short delay tail",0.038165510566303226,0.2795294321810728
EVV-DFW,EVV,DFW,642.0,967,3,83.24,4.07,37.0,3.102,2.9854264740830017,2,"Thin route - reliable, short delay tail",-0.4025472456852608,0.4008441983618269
MAF-PHX,MAF,PHX,581.0,367,2,86.26,11.58,40.1,0.817,2.5646660642520893,2,"Thin route - reliable, short delay tail",-0.874144706448378,-0.9820159519351083
FSD-PHX,FSD,PHX,1081.0,652,3,81.76,3.58,30.0,0.613,2.81424759573192,2,"Thin route - reliable, short delay tail",-1.2183282170668033,0.12331338997135692
PHX-FSD,PHX,FSD,1081.0,655,2,79.82,2.25,32.2,0.611,2.816241299991783,2,"Thin route - reliable, short delay tail",-1.2428155334963085,-0.3732524023349327
DFW-SJT,DFW,SJT,229.0,1077,1,80.17,8.58,43.2,4.085,3.0322157032979815,2,"Thin route - reliable, short delay tail",0.3281339312693357,-0.6468331474959561
DFW-LIT,DFW,LIT,304.0,2664,4,77.22,8.96,50.8,2.252,3.4255342204982635,0,"Trunk route - multi-carrier, unreliable",0.9314963245885923,1.5304901305010374
PHX-CID,PHX,CID,1252.0,772,3,77.53,5.14,41.0,1.166,2.887617300335736,3,"Thin route - long-haul, rarely cancels",-0.3664071305196765,0.05975326742186229
MRY-PHX,MRY,PHX,598.0,1374,3,82.66,10.33,36.0,1.164,3.137986732723532,2,"Thin route - reliable, short delay tail",-0.3415027391944177,0.6447955282238841
PHX-MRY,PHX,MRY,598.0,1373,3,80.01,6.41,42.0,0.947,3.137670537236755,2,"Thin route - reliable, short delay tail",-0.29338541008163266,0.6427910189208216
HSV-ORD,HSV,ORD,510.0,1100,2,68.77,25.26,89.0,3.0,3.041392685158225,1,"Thin route - long delay tail, high average delay",3.3952497636577155,-0.9958575917460343
SAT-DFW,SAT,DFW,247.0,4375,4,77.91,15.51,63.0,3.177,3.640978057358332,0,"Trunk route - multi-carrier, unreliable",1.9503980548771318,1.743220224241153
CMX-ORD,CMX,ORD,360.0,792,1,67.8,35.15,127.0,7.071,2.8987251815894934,1,"Thin route - long delay tail, high average delay",5.9054248092903485,-2.356688704050496
DEN-DDC,DEN,DDC,292.0,627,1,80.33,8.46,58.0,0.957,2.7972675408307164,2,"Thin route - reliable, short delay tail",-0.12691186519994935,-1.1294045832923352
CYS-DEN,CYS,DEN,90.0,730,1,84.86,3.15,32.1,1.096,2.863322860120456,2,"Thin route - reliable, short delay tail",-1.4286265327026286,-0.6170334865011773
DEN-BTM,DEN,BTM,578.0,365,1,72.73,22.37,62.4,0.274,2.5622928644564746,1,"Thin route - long delay tail, high average delay",1.219428640344768,-2.0645263408744348
DEN-LBF,DEN,LBF,227.0,627,1,74.27,13.98,62.0,0.797,2.7972675408307164,1,"Thin route - long delay tail, high average delay",0.7929231948845799,-1.3692988808843534
IAH-PIB,IAH,PIB,372.0,627,1,73.38,13.32,69.5,0.957,2.7972675408307164,1,"Thin route - long delay tail, high average delay",1.02892346443213,-1.4389769224803088
SGU-DEN,SGU,DEN,517.0,1075,1,79.91,10.64,49.0,0.0,3.031408464251624,2,"Thin route - reliable, short delay tail",-0.34891064407678574,-0.6302111340584587
IAH-MEI,IAH,MEI,422.0,627,1,75.04,18.31,73.0,0.957,2.7972675408307164,1,"Thin route - long delay tail, high average delay",1.3220880324611757,-1.5386946006459352
MCW-ORD,MCW,ORD,288.0,627,1,68.74,24.81,85.8,7.337,2.7972675408307164,1,"Thin route - long delay tail, high average delay",4.079886507081029,-2.0605220198886354
DEN-JMS,DEN,JMS,573.0,627,1,86.07,-2.07,26.1,1.276,2.7972675408307164,2,"Thin route - reliable, short delay tail",-2.094379627616341,-0.6270745598654129
SGU-LAX,SGU,LAX,349.0,310,1,86.69,-2.69,19.3,0.323,2.4913616938342726,2,"Thin route - reliable, short delay tail",-2.669050700875411,-1.135700848089049
MGW-IAD,MGW,IAD,140.0,362,1,81.69,36.62,170.7,4.972,2.558708570533166,1,"Thin route - long delay tail, high average delay",5.5009880376996945,-3.0415629986904618
RKS-DEN,RKS,DEN,260.0,728,1,81.83,20.6,72.0,0.275,2.862131379313037,1,"Thin route - long delay tail, high average delay",0.8198204733299124,-1.2887321532187488
DIK-DEN,DIK,DEN,488.0,685,1,77.84,14.82,59.0,1.752,2.8356905714924254,1,"Thin route - long delay tail, high average delay",0.6888780906209341,-1.2735330102441058
ORD-SLN,ORD,SLN,559.0,362,1,59.03,38.2,143.2,3.591,2.558708570533166,1,"Thin route - long delay tail, high average delay",6.246705722500947,-3.2906604468478666
DEN-LBL,DEN,LBL,280.0,627,1,82.95,1.02,35.0,1.914,2.7972675408307164,2,"Thin route - reliable, short delay tail",-1.2158862002285804,-0.8033993927235241
ORD-CMX,ORD,CMX,360.0,792,1,68.91,33.48,98.0,6.566,2.8987251815894934,1,"Thin route - long delay tail, high average delay",4.824903982551873,-2.0914037683416367
ATY-DEN,ATY,DEN,519.0,363,1,74.72,21.95,59.0,0.275,2.5599066250361124,1,"Thin route - long delay tail, high average delay",0.9562864163550555,-1.9971101578657355
SFO-SMF,SFO,SMF,86.0,1355,2,77.85,11.28,44.0,1.624,3.1319392952104246,2,"Thin route - reliable, short delay tail",0.3477010659735492,0.020451445906553803
FAT-LAX,FAT,LAX,209.0,982,2,85.47,3.24,22.0,0.509,2.9921114877869495,2,"Thin route - reliable, short delay tail",-1.6968262562003826,0.21042801114239942
SUN-DEN,SUN,DEN,557.0,630,1,84.98,3.46,43.5,0.0,2.7993405494535817,2,"Thin route - reliable, short delay tail",-1.4687504907431292,-0.8320451405061184
ORD-BOI,ORD,BOI,1437.0,1108,4,70.05,13.96,71.0,1.534,3.044539760392411,0,"Trunk route - multi-carrier, unreliable",1.859331864170905,0.31407096513918253
DEN-PSC,DEN,PSC,853.0,729,2,75.76,11.07,62.0,0.137,2.8627275283179747,2,"Thin route - reliable, short delay tail",0.3981541780008225,-0.7001861321707464
LAX-FAT,LAX,FAT,209.0,979,2,85.73,1.34,26.7,0.511,2.9907826918031377,2,"Thin route - reliable, short delay tail",-1.7212298975331144,0.21968600211912148
DEN-TUL,DEN,TUL,541.0,2452,4,77.39,6.67,41.3,0.856,3.3895204658463776,0,"Trunk route - multi-carrier, unreliable",0.13870866349066094,1.5953099609223673
ORD-CID,ORD,CID,196.0,2755,6,68.58,21.83,83.0,3.666,3.4401216031878037,0,"Trunk route - multi-carrier, unreliable",3.9531255386758315,1.8434576088737242
SUN-LAX,SUN,LAX,696.0,328,1,90.21,-2.36,14.0,0.305,2.515873843711679,2,"Thin route - reliable, short delay tail",-3.1082194478724663,-1.0199324459456627
ORD-MBS,ORD,MBS,222.0,1006,1,65.46,25.07,101.1,3.38,3.0025979807199086,1,"Thin route - long delay tail, high average delay",3.9327479383128874,-1.6796242224141118
DEN-HSV,DEN,HSV,1048.0,728,1,80.88,4.09,39.0,0.137,2.862131379313037,2,"Thin route - reliable, short delay tail",-1.2499200636018175,-0.8041391163601906
MEM-ORD,MEM,ORD,491.0,2509,5,75.94,10.62,57.0,3.707,3.3995006613146104,0,"Trunk route - multi-carrier, unreliable",1.7449147272601608,1.7958948776365768
ORD-MSY,ORD,MSY,837.0,2403,7,75.17,8.66,63.0,2.289,3.3807537708039,0,"Trunk route - multi-carrier, unreliable",1.726370339240263,2.7157845829295573
BOI-ORD,BOI,ORD,1437.0,1111,4,75.3,12.95,59.2,1.17,3.0457140589408676,0,"Trunk route - multi-carrier, unreliable",0.9905733713040141,0.5232274019292555
LAX-RDD,LAX,RDD,501.0,334,1,92.51,-7.1,7.7,0.0,2.5237464668115646,2,"Thin route - reliable, short delay tail",-3.8085268290122785,-0.7974104088021604
ORD-SCE,ORD,SCE,528.0,550,2,69.85,14.97,70.7,2.0,2.7403626894942437,1,"Thin route - long delay tail, high average delay",1.7810914466173884,-1.2284120034198034
DEN-MRY,DEN,MRY,959.0,726,2,81.02,2.77,41.0,0.275,2.8609366207000937,2,"Thin route - reliable, short delay tail",-1.1086144313901074,-0.3096717781603116
HOB-DEN,HOB,DEN,501.0,364,1,81.01,15.02,62.5,1.374,2.561101383649056,1,"Thin route - long delay tail, high average delay",0.35190201272905197,-1.7947868587831646
ORD-BDL,ORD,BDL,783.0,2366,5,75.46,9.77,54.0,2.494,3.3740147402919116,0,"Trunk route - multi-carrier, unreliable",1.3088017307388222,1.7870945658352775
DEN-MLI,DEN,MLI,751.0,366,1,70.41,16.47,73.2,0.0,2.5634810853944106,1,"Thin route - long delay tail, high average delay",1.1949452066488575,-2.0612323643371746
DEN-MSN,DEN,MSN,826.0,1101,3,80.71,4.4,37.7,0.454,3.041787318971752,2,"Thin route - reliable, short delay tail",-0.7847245405519042,0.5265707919423392
RDD-LAX,RDD,LAX,501.0,334,1,85.33,2.9,20.0,0.0,2.5237464668115646,2,"Thin route - reliable, short delay tail",-2.2539834071518867,-1.2155158790136513
SFO-BOI,SFO,BOI,522.0,1713,2,75.85,8.2,49.5,0.292,3.2337573629655103,2,"Thin route - reliable, short delay tail",0.10273843979509838,0.2252620808509533
ORD-GSP,ORD,GSP,577.0,1815,6,74.08,10.78,58.0,3.967,3.258876629372131,0,"Trunk route - multi-carrier, unreliable",2.05941397755423,1.9273483031627356
MTJ-DEN,MTJ,DEN,197.0,1415,3,80.93,4.85,39.6,0.495,3.150756439860309,2,"Thin route - reliable, short delay tail",-0.5685207211819877,0.7805468121308586
BZN-LAX,BZN,LAX,902.0,543,2,88.21,-5.58,20.8,0.0,2.734799829588847,2,"Thin route - reliable, short delay tail",-2.865350010076855,-0.11702474924327444
DEN-STL,DEN,STL,770.0,3695,4,78.04,5.94,46.0,0.46,3.5676144427308447,0,"Trunk route - multi-carrier, unreliable",0.10585329097251242,1.9488956038447167
SFO-SAT,SFO,SAT,1482.0,434,2,77.39,10.07,48.2,0.23,2.637489729512511,3,"Thin route - long-haul, rarely cancels",-0.32724029213811784,-1.0713115412548933
ORD-TUL,ORD,TUL,585.0,2129,5,74.3,9.43,55.1,2.536,3.3281756614383227,0,"Trunk route - multi-carrier, unreliable",1.4275414118090552,1.6863315692392054
SFO-PDX,SFO,PDX,550.0,3493,4,79.63,4.37,37.0,0.344,3.5431985856376467,0,"Trunk route - multi-carrier, unreliable",-0.3619663558207542,2.041754898284567
JAN-DFW,JAN,DFW,408.0,1910,3,77.69,13.79,60.0,3.194,3.2810333672477277,0,"Trunk route - multi-carrier, unreliable",1.465027089750375,0.566784152454978
PHX-SAF,PHX,SAF,370.0,514,1,80.43,13.22,60.0,0.584,2.710963118995276,2,"Thin route - reliable, short delay tail",0.10690745653495051,-1.4098449367936876
DTW-BUF,DTW,BUF,241.0,1207,3,78.16,14.26,67.0,1.657,3.081707270097349,0,"Trunk route - multi-carrier, unreliable",1.2380415105899647,0.17194542769294963
ORD-PIT,ORD,PIT,413.0,4000,5,74.85,12.34,61.0,2.25,3.6020599913279625,0,"Trunk route - multi-carrier, unreliable",1.8069899815354742,2.1800522893805576
ORD-ECP,ORD,ECP,810.0,619,5,81.67,0.46,36.0,1.292,2.791690649020118,2,"Thin route - reliable, short delay tail",-0.7868985918069735,1.0555240195373128
ECP-ORD,ECP,ORD,810.0,619,5,77.13,8.5,49.2,2.585,2.791690649020118,0,"Trunk route - multi-carrier, unreliable",0.7536544988843931,0.6791725228092805
DEN-GEG,DEN,GEG,836.0,2051,4,76.76,7.35,40.0,0.293,3.3119656603683665,0,"Trunk route - multi-carrier, unreliable",-0.008632557822950573,1.4139416996808025
ORD-MYR,ORD,MYR,753.0,495,6,80.04,3.3,33.0,0.606,2.694605198933569,0,"Trunk route - multi-carrier, unreliable",-0.5932017381621381,1.293132529213187
MYR-ORD,MYR,ORD,753.0,494,6,76.72,7.78,46.0,1.215,2.693726948923647,0,"Trunk route - multi-carrier, unreliable",0.4491566760132976,1.0327680651435094
ORD-ABQ,ORD,ABQ,1118.0,1148,5,72.24,10.0,67.0,1.394,3.059941888061955,0,"Trunk route - multi-carrier, unreliable",1.4846247072172305,1.001262361116301
ORD-ABE,ORD,ABE,654.0,454,2,68.65,17.54,84.8,3.744,2.6570558528571038,1,"Thin route - long delay tail, high average delay",2.769138625986765,-1.6326530780313409
CMH-MSP,CMH,MSP,626.0,850,2,86.21,1.65,29.0,0.941,2.929418925714293,2,"Thin route - reliable, short delay tail",-1.6680152711375136,0.0342579069644027
DFW-GRK,DFW,GRK,134.0,1908,2,78.64,7.92,46.0,4.35,3.2805783703680764,0,"Trunk route - multi-carrier, unreliable",0.7931439640909319,0.30558626773428293
ABQ-BUR,ABQ,BUR,672.0,327,1,79.63,5.4,35.7,0.612,2.514547752660286,2,"Thin route - reliable, short delay tail",-1.1200350567205848,-1.5274526670456956
ABQ-MDW,ABQ,MDW,1121.0,449,1,89.64,-3.68,15.0,1.114,2.6522463410033232,2,"Thin route - reliable, short delay tail",-2.9538076604186876,-0.7900868766614166
ABQ-OAK,ABQ,OAK,889.0,353,1,87.22,-3.49,18.0,0.0,2.5477747053878224,2,"Thin route - reliable, short delay tail",-2.9364984437476944,-1.0186103626386764
ALB-BNA,ALB,BNA,825.0,436,2,81.16,2.53,34.0,0.917,2.639486489268586,2,"Thin route - reliable, short delay tail",-1.2384620608058106,-0.7175327161432202
ALB-DEN,ALB,DEN,1610.0,318,2,74.36,9.09,52.9,0.943,2.5024271199844326,3,"Thin route - long-haul, rarely cancels",0.055496954463390424,-1.4466726077036745
AMA-DAL,AMA,DAL,323.0,1263,1,86.31,-0.57,26.0,0.871,3.101403350555331,2,"Thin route - reliable, short delay tail",-1.9476565288807552,0.002150618591149426
AMA-LAS,AMA,LAS,759.0,364,1,80.06,2.93,47.0,0.824,2.561101383649056,2,"Thin route - reliable, short delay tail",-0.9682753529073315,-1.4633616183507294
ATL-AUS,ATL,AUS,813.0,4524,4,80.55,1.87,38.0,1.304,3.6555225962534177,0,"Trunk route - multi-carrier, unreliable",-0.35120901182854364,2.281875283809319
ATL-DAL,ATL,DAL,721.0,3350,2,80.89,3.33,40.0,1.821,3.525044807036845,2,"Thin route - reliable, short delay tail",-0.42955546381734794,1.0130058839077027
ATL-DCA,ATL,DCA,547.0,6800,6,69.77,15.85,61.0,3.176,3.832508912706236,0,"Trunk route - multi-carrier, unreliable",2.8630052909595096,2.925829739665822
ATL-IND,ATL,IND,432.0,3163,4,82.68,3.41,32.0,1.328,3.500099191915723,0,"Trunk route - multi-carrier, unreliable",-0.5654420980826774,2.041028267678373
ATL-LGA,ATL,LGA,762.0,8413,6,73.07,13.82,64.0,4.053,3.924950888915611,0,"Trunk route - multi-carrier, unreliable",2.7550524479031093,3.1517958573891907
ATL-MCO,ATL,MCO,404.0,8208,4,70.55,17.75,67.0,1.462,3.9142373477677412,0,"Trunk route - multi-carrier, unreliable",2.462926909673073,2.136827618944789
ATL-RDU,ATL,RDU,356.0,4629,3,79.91,6.76,40.0,1.491,3.6654871807828107,0,"Trunk route - multi-carrier, unreliable",0.05814083751548434,1.7297033087049003
ATL-SAT,ATL,SAT,874.0,3000,3,81.3,2.51,36.0,1.633,3.4771212547196626,0,"Trunk route - multi-carrier, unreliable",-0.5659648511879052,1.4376922515645443
AUS-ABQ,AUS,ABQ,619.0,830,1,75.24,7.55,46.0,0.241,2.9190780923760737,2,"Thin route - reliable, short delay tail",-0.2810547643157428,-0.8769628319135347
AUS-ATL,AUS,ATL,813.0,4523,4,81.85,3.65,36.0,1.304,3.6554265877459184,0,"Trunk route - multi-carrier, unreliable",-0.3842502636986154,2.282244731728734
AUS-DAL,AUS,DAL,189.0,2336,1,77.52,6.73,44.0,1.584,3.3684728384403617,2,"Thin route - reliable, short delay tail",-0.009017684704604676,0.10680023238703967
AUS-LAS,AUS,LAS,1090.0,2878,5,73.26,9.62,48.0,0.452,3.4590907896005865,0,"Trunk route - multi-carrier, unreliable",0.823594020322928,2.003782271464307
AUS-LBB,AUS,LBB,341.0,326,1,69.57,12.73,57.0,0.92,2.513217600067939,1,"Thin route - long delay tail, high average delay",0.8374628324293908,-1.9895191650086443
AUS-ORD,AUS,ORD,977.0,3171,6,72.69,18.3,67.0,2.302,3.501196242027089,0,"Trunk route - multi-carrier, unreliable",2.5599510547074105,2.2031295324560687
AUS-SJC,AUS,SJC,1476.0,1119,1,73.81,5.87,43.0,0.268,3.04883008652835,3,"Thin route - long-haul, rarely cancels",-0.44200506592880917,-0.6521508770045635
AUS-TUL,AUS,TUL,426.0,310,1,66.67,13.59,48.2,0.323,2.4913616938342726,1,"Thin route - long delay tail, high average delay",0.7272731388609266,-2.0334820966044482
BDL-BWI,BDL,BWI,283.0,1749,1,82.98,3.08,25.0,1.944,3.2427898094786767,2,"Thin route - reliable, short delay tail",-1.1602943246287927,0.13268730493647693
BHM-DAL,BHM,DAL,587.0,981,1,79.61,3.99,36.0,0.917,2.9916690073799486,2,"Thin route - reliable, short delay tail",-0.9330557530764648,-0.5273284355533646
BHM-HOU,BHM,HOU,570.0,447,1,84.49,-0.35,26.0,0.224,2.6503075231319366,2,"Thin route - reliable, short delay tail",-2.159388585135719,-0.9580380532143112
BHM-MCO,BHM,MCO,479.0,848,1,79.19,7.8,35.0,0.472,2.9283958522567137,2,"Thin route - reliable, short delay tail",-0.7803186351385009,-0.7132990241175995
BHM-TPA,BHM,TPA,459.0,425,1,75.18,7.0,42.6,0.471,2.6283889300503116,2,"Thin route - reliable, short delay tail",-0.43975674454179914,-1.4330901192937235
BNA-BHM,BNA,BHM,177.0,516,1,76.61,6.39,33.8,0.581,2.7126497016272113,2,"Thin route - reliable, short delay tail",-0.7200643754769164,-1.143866494566152
BNA-DAL,BNA,DAL,623.0,2447,1,76.51,6.72,47.0,1.144,3.388633969351789,2,"Thin route - reliable, short delay tail",-0.015162016486049248,0.08874522569238665
BNA-DCA,BNA,DCA,562.0,4356,5,72.29,11.03,53.0,2.87,3.6390878710837375,0,"Trunk route - multi-carrier, unreliable",1.839220803077467,2.258815046619042
