route,origin_airport,dest_airport,completed_flights,mean_delay_prob,observed_delay_rate,mean_p90_min,mean_cancel_prob
ATL-OAJ,ATL,OAJ,174,0.2836821760939456,0.22988505747126436,74.94416576692427,0.01028329056291455
CLT-DCA,CLT,DCA,459,0.2836715600784048,0.3681917211328976,52.73094250797446,0.01264165121582781
BZN-ORD,BZN,ORD,298,0.28362240592305293,0.31543624161073824,57.3400754096524,0.007944386873676098
ORD-SJU,ORD,SJU,209,0.28350455866475993,0.3014354066985646,63.01809765391373,0.009999266259389725
ORD-CRW,ORD,CRW,173,0.2834562765208283,0.41040462427745666,55.65444564819336,0.014021633252398007
MCO-PVD,MCO,PVD,217,0.2834330047330549,0.3087557603686636,53.63230619562386,0.010864450296919261
BUF-DCA,BUF,DCA,160,0.283399991504848,0.36875,71.0546482205391,0.016242575618176006
BWI-SJU,BWI,SJU,225,0.28329365104436877,0.40444444444444444,57.04342691209581,0.011151400374403167
DFW-CVG,DFW,CVG,268,0.2832287791838397,0.39552238805970147,59.351853370666504,0.009681512682075552
ORD-ATW,ORD,ATW,336,0.28322813078938497,0.26785714285714285,74.41721020426068,0.012674706982714789
DEN-LBB,DEN,LBB,171,0.2831334588471909,0.38011695906432746,60.10342788696289,0.004703419410152596
DFW-RSW,DFW,RSW,235,0.2829371798545756,0.41702127659574467,58.59342376222002,0.012398899621368685
BDL-FLL,BDL,FLL,111,0.2827327317214227,0.34234234234234234,79.48532243677087,0.011758920331164423
ORD-PHL,ORD,PHL,928,0.28271171655345323,0.3168103448275862,67.83628333642565,0.009843843707835592
DFW-RNO,DFW,RNO,227,0.28262291474489387,0.3656387665198238,50.434049858395746,0.009034246127357927
BTV-DCA,BTV,DCA,160,0.28249380439519883,0.38125,62.742793035507205,0.011189265634597007
DLH-ORD,DLH,ORD,201,0.28246104294684393,0.35323383084577115,82.60657413919174,0.015804410452932814
ORD-CVG,ORD,CVG,806,0.2822250916296732,0.22704714640198512,58.835861923085254,0.010189721210212903
DEN-MIA,DEN,MIA,359,0.28200452832873485,0.3370473537604457,55.98112553142239,0.00646794438912216
PHL-PBI,PHL,PBI,218,0.28144937336718273,0.3256880733944954,64.40041484307805,0.010395857750585205
PBI-HPN,PBI,HPN,219,0.2813954291414453,0.2146118721461187,71.19168612510646,0.009596500113908933
PHL-ORF,PHL,ORF,175,0.2811342081001827,0.37714285714285717,64.19133093697684,0.01716447551353056
ORD-FCA,ORD,FCA,162,0.281125459406111,0.25308641975308643,59.344052785708584,0.012353520352303624
LGA-MCO,LGA,MCO,639,0.2810036427398243,0.3317683881064163,65.42298529778661,0.013230176979032044
ORD-GRR,ORD,GRR,576,0.28098547955354053,0.2795138888888889,74.55071381727855,0.01043479824454136
ORD-DFW,ORD,DFW,1299,0.28077969886505943,0.32948421862971516,75.24848280327424,0.011117803316223208
PHL-MCO,PHL,MCO,798,0.280698534484047,0.3333333333333333,68.31576987794766,0.009660365565602824
PHL-SEA,PHL,SEA,344,0.28069605864584446,0.313953488372093,53.47848789636479,0.008857657639934114
MIA-RDU,MIA,RDU,417,0.2806196463622635,0.36930455635491605,61.293295903743314,0.009712151971985107
DFW-SWO,DFW,SWO,120,0.2805504615108172,0.21666666666666667,62.19701944986979,0.021504351357761464
DFW-DCA,DFW,DCA,512,0.28037886672245804,0.314453125,62.923845537006855,0.014826446138976518
MIA-LGA,MIA,LGA,846,0.2803419984119722,0.36997635933806144,64.91327416755911,0.014707171785626602
SEA-HNL,SEA,HNL,475,0.27995942031082355,0.3873684210526316,46.51770095022101,0.004518328888419395
ORD-MSP,ORD,MSP,1047,0.2799071967174809,0.2664756446991404,67.79809329480132,0.009476952136979796
ATL-ORD,ATL,ORD,1145,0.2797837891302775,0.3179039301310044,58.69210744632904,0.010510582903710505
ORD-LNS,ORD,LNS,92,0.27955381167323695,0.3695652173913043,77.44985746300739,0.008235566263251445
DFW-PHL,DFW,PHL,638,0.27942468145377586,0.3620689655172414,61.220048713086165,0.014224763457149044
BGR-DCA,BGR,DCA,188,0.2792799591304774,0.324468085106383,77.52733553216812,0.023247415326675618
MBS-ORD,MBS,ORD,118,0.27927701692965073,0.2627118644067797,96.95188570830781,0.012457027176364523
TVC-DTW,TVC,DTW,195,0.27924535939326656,0.18461538461538463,77.68153952574119,0.011642994944137244
ATL-FLL,ATL,FLL,1108,0.27911341239425896,0.296028880866426,53.25345758926998,0.009970449557896515
ORD-BGR,ORD,BGR,234,0.27908479320442575,0.3076923076923077,52.18381000584007,0.008431222913863107
EGE-DFW,EGE,DFW,164,0.27882468773097524,0.3231707317073171,92.28572419794594,0.01475598245679614
JFK-FLL,JFK,FLL,543,0.2787145741325057,0.27071823204419887,57.87753161716637,0.014153156000112266
DTW-LAN,DTW,LAN,117,0.27862011609423876,0.2222222222222222,106.81574177538228,0.010350380128679367
HOU-DCA,HOU,DCA,169,0.2785792097272958,0.378698224852071,58.12494372757229,0.007344260655718143
LGA-BOS,LGA,BOS,1243,0.2785664920785786,0.2711182622687047,61.8273570919267,0.02432396796611605
MDW-PDX,MDW,PDX,162,0.2784713426673854,0.4567901234567901,46.5906166618253,0.0064276114174323835
BOS-SJU,BOS,SJU,244,0.27837528508217607,0.3319672131147541,58.04705774588663,0.012845418781840376
ORD-MCI,ORD,MCI,738,0.2783689313747372,0.26558265582655827,64.4191851189466,0.008230345212420312
MSY-DCA,MSY,DCA,261,0.27830731603263437,0.40229885057471265,60.294211636101146,0.010192619563895278
LAS-SAN,LAS,SAN,783,0.2782591676308582,0.4725415070242657,50.73426347125992,0.005265815404282621
FAR-ORD,FAR,ORD,323,0.2781897180312927,0.21981424148606812,77.5872083020284,0.01273427640096096
DFW-DAY,DFW,DAY,219,0.27813509487670307,0.3470319634703196,68.52199293162725,0.016302186113655043
DFW-IND,DFW,IND,360,0.27791254185140135,0.4305555555555556,61.123920657899646,0.01145606608735021
DFW-TLH,DFW,TLH,168,0.2776160862829004,0.30357142857142855,49.71784126190912,0.018215695147713026
STS-SEA,STS,SEA,103,0.2775818241163365,0.21359223300970873,48.19380621308262,0.01238730759133847
PHL-FLL,PHL,FLL,596,0.27754519197264776,0.2651006711409396,61.34085404952901,0.011694000856935881
DFW-SEA,DFW,SEA,981,0.2775406983209191,0.3180428134556575,51.4774263442231,0.009280294953045555
MIA-AUS,MIA,AUS,406,0.27751520395352336,0.3645320197044335,56.55383181454513,0.005959788867338472
ORD-BUF,ORD,BUF,410,0.27743218761028315,0.3146341463414634,73.9797552062244,0.010223773233767407
SYR-ORD,SYR,ORD,348,0.27731637442591545,0.22126436781609196,64.7603826139165,0.010120909552315024
DFW-MSY,DFW,MSY,471,0.2772769284634327,0.4267515923566879,52.7006315972395,0.010018537069680457
ORD-PDX,ORD,PDX,653,0.2772626715839183,0.3445635528330781,50.886516392869936,0.00634328997129518
BDL-ORD,BDL,ORD,404,0.2771006695704885,0.1806930693069307,57.033556711555704,0.012320587624904648
ORD-SFO,ORD,SFO,1030,0.2769962640207948,0.4330097087378641,69.32278256184847,0.006511291655723328
HNL-SAN,HNL,SAN,292,0.27699293507492706,0.15753424657534246,54.04444284961648,0.0059383082382305705
DCA-PNS,DCA,PNS,163,0.2769894773609068,0.34355828220858897,51.599091383577125,0.012419567811328568
ORD-CMI,ORD,CMI,175,0.27687564381531304,0.22857142857142856,53.02151710510254,0.012806350690989546
LEX-ORD,LEX,ORD,213,0.27684931652926503,0.2347417840375587,80.2793939796412,0.011784205109246873
DFW-PHX,DFW,PHX,915,0.2767813839791902,0.3191256830601093,54.91234118352171,0.00895190794515163
MCO-MDW,MCO,MDW,460,0.2766807925765929,0.3391304347826087,50.50946209741675,0.008302530915917535
DCA-SEA,DCA,SEA,176,0.2766019817103039,0.23295454545454544,50.17100455544212,0.00810363124644394
ORD-PIA,ORD,PIA,355,0.276500792948293,0.23098591549295774,62.99366221898038,0.01048445123778556
MHT-MCO,MHT,MCO,100,0.2763187593966723,0.28,61.33007767677307,0.006682314163566951
DFW-CMH,DFW,CMH,295,0.27626614151364665,0.39322033898305087,48.770937140513276,0.011969696428701033
PHL-PDX,PHL,PDX,174,0.2760602505556468,0.28160919540229884,53.41803432333058,0.010049308553941589
DCA-PVD,DCA,PVD,377,0.27592758796812683,0.3103448275862069,47.28066867858725,0.015319475522399163
STL-BOS,STL,BOS,285,0.2758381782916554,0.39649122807017545,58.571146827831605,0.009150891662195173
CLT-CAK,CLT,CAK,258,0.2757403342298759,0.3682170542635659,67.27585385196893,0.01452240514547818
MCO-BOS,MCO,BOS,615,0.27572710457129207,0.2943089430894309,66.3394645086149,0.012692787418718425
ATL-SBN,ATL,SBN,173,0.27555292818932176,0.27167630057803466,80.64280780064577,0.006307718560897878
JAC-ORD,JAC,ORD,231,0.2754516752509328,0.36796536796536794,67.6760988607035,0.014076161969330956
ORD-COS,ORD,COS,175,0.2752149702821459,0.2742857142857143,64.40201337541853,0.008583058487328757
PHX-PIT,PHX,PIT,126,0.27507366949603673,0.35714285714285715,50.1338734096951,0.005340685547707835
DCA-DSM,DCA,DSM,110,0.2750218096104535,0.37272727272727274,76.53737165277654,0.019918279953239377
MIA-JFK,MIA,JFK,695,0.2749429875569378,0.33525179856115106,58.933096198212326,0.012438883959147775
ASE-ORD,ASE,ORD,185,0.27492059203418523,0.3081081081081081,81.50694229538377,0.025998851912693258
CVG-DCA,CVG,DCA,155,0.27489837725316324,0.32903225806451614,84.76825642739573,0.016419562351413418
PHL-TPA,PHL,TPA,414,0.27462690636731574,0.30917874396135264,68.91033156943206,0.00960413081531735
DFW-CHS,DFW,CHS,241,0.2745397852664172,0.38589211618257263,66.95218174091514,0.012682823408170637
DCA-CAE,DCA,CAE,155,0.2745168422499011,0.41935483870967744,59.67567618585402,0.012124332776992996
SJU-BOS,SJU,BOS,262,0.27436054537769494,0.2824427480916031,65.06365040786393,0.01017776664515788
MDW-FLL,MDW,FLL,180,0.27434104970759815,0.35555555555555557,43.94139674504598,0.008611365418451337
ORD-AVP,ORD,AVP,117,0.2743170647284923,0.23931623931623933,64.97076161702473,0.010573666989345287
BOS-SEA,BOS,SEA,583,0.27429556578244396,0.27615780445969124,53.420832723941444,0.007353641079081332
DTW-AZO,DTW,AZO,224,0.2742241467349231,0.1875,73.67228514807564,0.009775128292153667
LGA-OKC,LGA,OKC,90,0.2741516770588027,0.24444444444444444,54.318689261542424,0.01666555247225222
ORD-BOI,ORD,BOI,177,0.27405432001345575,0.20903954802259886,60.85874667410123,0.0043222739200916935
DFW-ABQ,DFW,ABQ,442,0.2739926041925655,0.34841628959276016,57.194697388696454,0.010349997129755938
CMH-DCA,CMH,DCA,329,0.2736584928486847,0.2796352583586626,51.4142180561657,0.01589933086969805
DTW-ELM,DTW,ELM,182,0.2735966895144064,0.23626373626373626,70.3336330455738,0.009038097432374463
DFW-RDU,DFW,RDU,377,0.2731943878713274,0.4005305039787798,60.22767656867637,0.013030121741720881
SCE-ORD,SCE,ORD,110,0.27314101376316763,0.12727272727272726,64.90054465207187,0.012283566745772826
DCA-BDL,DCA,BDL,272,0.27310401732649875,0.33088235294117646,49.88835486243753,0.015289010117352992
LGA-DFW,LGA,DFW,988,0.2731001327711682,0.3157894736842105,70.41811661199037,0.01733536689277742
SMF-SFO,SMF,SFO,182,0.2730207943081201,0.4340659340659341,48.135830053916344,0.007773879182443105
SBN-DTW,SBN,DTW,122,0.2726171587090023,0.13114754098360656,95.09063814507157,0.008331758206801826
CLT-MCO,CLT,MCO,769,0.27248892714166517,0.3680104031209363,61.04684233076396,0.009162098872290492
MSY-PHX,MSY,PHX,122,0.27243834046921767,0.26229508196721313,43.448257579178104,0.004972162078226321
ORD-DSM,ORD,DSM,537,0.27239110913245596,0.31471135940409684,80.13003971234824,0.013055606374288337
DEN-ORF,DEN,ORF,160,0.27234693793579934,0.3625,47.23431469202042,0.006254984734013029
ORD-MQT,ORD,MQT,114,0.27232507171860915,0.24561403508771928,66.52593114083274,0.013042542232261574
DFW-PSP,DFW,PSP,116,0.2722596016166539,0.4396551724137931,61.81384537137788,0.013467290690626766
CLT-TYS,CLT,TYS,120,0.2722347259521484,0.44166666666666665,63.22438179651896,0.015148417179232402
ORD-GEG,ORD,GEG,120,0.27209861439963184,0.18333333333333332,66.758566792806,0.007683571649440488
PHL-MIA,PHL,MIA,573,0.27209516560063934,0.2949389179755672,63.190367703662496,0.010482729828439927
ORD-MCO,ORD,MCO,844,0.27209322381393886,0.2950236966824645,66.78152193616351,0.0073729427943972844
MCO-BUF,MCO,BUF,249,0.2718103670750756,0.3895582329317269,61.84485255858027,0.008359824578898648
ORD-ABQ,ORD,ABQ,179,0.2716989737815697,0.3128491620111732,58.64358041006759,0.007729490346753517
MIA-STT,MIA,STT,130,0.27161883276242477,0.15384615384615385,58.31321588662954,0.008498754359495181
CLT-SFO,CLT,SFO,280,0.27147569161440643,0.5821428571428572,51.69268680300031,0.006867809295752676
BWI-SEA,BWI,SEA,177,0.27127794483623935,0.3163841807909605,49.28110829585016,0.006174583389949282
ORD-ORF,ORD,ORF,371,0.271259117359421,0.23180592991913745,60.5475748581385,0.013453464245742158
PHX-MSY,PHX,MSY,122,0.2711773649102352,0.39344262295081966,46.86590925591891,0.005138312640111344
FLL-IND,FLL,IND,130,0.2709569926731862,0.34615384615384615,52.40563382368821,0.005488059876259161
DTW-GRB,DTW,GRB,133,0.2708124495986709,0.17293233082706766,72.71857739211922,0.014125655594288855
JFK-BOS,JFK,BOS,786,0.27050492729584075,0.3142493638676845,66.86753660546611,0.018137595160967773
DFW-ASE,DFW,ASE,199,0.2702747164060123,0.3065326633165829,72.4528485590489,0.01805568168287357
ORD-CMH,ORD,CMH,899,0.27027153907482565,0.23915461624026696,63.56324707812011,0.01134417005437317
PHL-PVD,PHL,PVD,174,0.2702021663045061,0.25862068965517243,51.71578102550287,0.01894452977790425
MIA-MSY,MIA,MSY,241,0.26991732789520406,0.31950207468879666,51.14529630257381,0.006242543794825429
ORD-RIC,ORD,RIC,374,0.2698654370272861,0.25133689839572193,59.16158102412912,0.014794645390596039
BOS-SYR,BOS,SYR,119,0.2698283408369337,0.24369747899159663,62.00133067219197,0.012558367859083609
DAL-BHM,DAL,BHM,170,0.2698001898386899,0.4411764705882353,42.824152194752415,0.005693574228602323
ATL-SJU,ATL,SJU,350,0.2696596744443689,0.23142857142857143,52.84977222442627,0.00989044884994541
ATL-MIA,ATL,MIA,1019,0.26964971516738345,0.3012757605495584,52.53349093623437,0.008567363373448234
OGG-SJC,OGG,SJC,102,0.2693968678221983,0.09803921568627451,39.40484908982819,0.002741735264686054
SJU-PHL,SJU,PHL,353,0.26938507133941814,0.23796033994334279,59.380170044074994,0.01006560889901976
AUS-ORD,AUS,ORD,519,0.2693018927768246,0.28709055876685935,58.52045971350403,0.008370076514079451
PVD-ORD,PVD,ORD,273,0.269220022218568,0.16117216117216118,58.256571864033795,0.01573377664072395
DCA-PWM,DCA,PWM,172,0.2691601541673028,0.29651162790697677,59.261392338331355,0.0102108576870028
EWR-SFO,EWR,SFO,717,0.2691460724717404,0.4351464435146444,64.37566803223253,0.007786739203103362
ORD-AUS,ORD,AUS,528,0.2690980116215845,0.3181818181818182,58.01191223390175,0.006837450162029904
ATL-LGA,ATL,LGA,1225,0.26908835607523823,0.34530612244897957,60.255497244231556,0.016252777581839125
LAS-DCA,LAS,DCA,119,0.26893010710467813,0.3445378151260504,46.40650237908884,0.0068001794104930015
MCO-RIC,MCO,RIC,174,0.2688864762841285,0.367816091954023,55.539227277383034,0.01162519616826268
DCA-BOS,DCA,BOS,1407,0.26879778940709836,0.287135749822317,61.711487936821065,0.01410949008697816
DCA-BTV,DCA,BTV,156,0.26876581250092924,0.44871794871794873,58.9136572373219,0.010011794704182371
DCA-HSV,DCA,HSV,201,0.2687569763233413,0.2935323383084577,59.13500844661276,0.010861841564121993
MDW-CVG,MDW,CVG,117,0.26874128047727114,0.36752136752136755,40.01238612639598,0.007915972140388654
EWR-BOS,EWR,BOS,589,0.2686653801561009,0.28522920203735147,56.83143106988411,0.01715302273320655
CLT-LGA,CLT,LGA,597,0.26849923773327067,0.36180904522613067,55.460822960040474,0.016051481393056066
DFW-PNS,DFW,PNS,387,0.26826692778780786,0.3953488372093023,58.08233612021119,0.012083754793388172
GSO-DCA,GSO,DCA,101,0.2681726978556945,0.42574257425742573,60.77933589066609,0.015530630303299533
DCA-BHM,DCA,BHM,156,0.2679998106681384,0.41025641025641024,60.80591432864849,0.011213453061275745
GRR-DCA,GRR,DCA,117,0.26788702556210703,0.4017094017094017,62.829113300030045,0.012849174582299368
HPN-FLL,HPN,FLL,112,0.26783994399011135,0.3482142857142857,68.95532097135272,0.011164158520077457
ORD-PHX,ORD,PHX,822,0.26756851908970636,0.36009732360097324,57.72679625694479,0.006084814505351025
ORD-ELP,ORD,ELP,114,0.2675473661276332,0.34210526315789475,60.11203662136145,0.008567746705757301
JFK-JAX,JFK,JAX,175,0.2671693123238427,0.30857142857142855,69.5434094456264,0.01315902478119224
DEN-SBP,DEN,SBP,121,0.267137480422485,0.3140495867768595,40.897780457804025,0.005932167783135273
JFK-ORD,JFK,ORD,365,0.26711928556634956,0.2465753424657534,67.12464063984073,0.014785145354948423
OGG-SMF,OGG,SMF,118,0.26705310771525914,0.13559322033898305,40.908156750565865,0.004497304711365649
BOS-BUF,BOS,BUF,334,0.26696257253071504,0.25149700598802394,73.00994025590177,0.012664513157109137
ORD-JAX,ORD,JAX,396,0.266930789357484,0.2828282828282828,67.19857591089576,0.009648898164367807
PHL-CLE,PHL,CLE,111,0.2669247297553329,0.2972972972972973,58.212726146251235,0.015567706795251471
MDW-LGA,MDW,LGA,375,0.2666983644366264,0.38133333333333336,47.87137820943197,0.013659081036533169
ORD-GSP,ORD,GSP,334,0.2666798805048366,0.23952095808383234,60.9482608612426,0.010394231484364174
ORD-SLC,ORD,SLC,551,0.2664477137169258,0.30490018148820325,63.019910705067936,0.007248185195885928
MCO-PHL,MCO,PHL,808,0.26638492805385355,0.3551980198019802,61.69236364341018,0.01006904334707601
EWR-ORD,EWR,ORD,984,0.26627771727498467,0.29878048780487804,60.76302592153472,0.014210356226065333
FLL-PHL,FLL,PHL,589,0.26625096317260494,0.300509337860781,66.1378928364234,0.010911681195120176
MDW-ALB,MDW,ALB,161,0.26624950997947905,0.37267080745341613,42.94948885899893,0.006984019914653334
BDL-MCO,BDL,MCO,275,0.2660070971196348,0.3018181818181818,83.608667047674,0.009030550523456318
DEN-PIT,DEN,PIT,284,0.26594482383257906,0.3732394366197183,40.79517055565203,0.0045831439281372646
CAK-ORD,CAK,ORD,345,0.2659231406838998,0.21739130434782608,58.68347475908805,0.010691665488300346
ORD-XNA,ORD,XNA,389,0.26585083518052777,0.2853470437017995,67.73072075537361,0.008768284574077634
ORD-PBI,ORD,PBI,202,0.2656270992932933,0.19801980198019803,61.05082902813902,0.007708333004131049
DFW-HNL,DFW,HNL,121,0.26559313626821374,0.30578512396694213,72.46310450025827,0.004227190406336526
DFW-BZN,DFW,BZN,183,0.2654495340227429,0.30601092896174864,64.31143801329566,0.005074020219907005
JFK-MCO,JFK,MCO,708,0.2654449744307894,0.3107344632768362,64.65132043051854,0.0120386098344294
DTW-SFO,DTW,SFO,363,0.2654335178414324,0.46005509641873277,57.97913031144576,0.005542175360789446
RDU-LGA,RDU,LGA,261,0.2652312888267853,0.26053639846743293,52.454103864472486,0.018624358498426672
DFW-LAX,DFW,LAX,1060,0.2652248380811147,0.32075471698113206,52.28296080715251,0.008115564020438372
LAS-MSY,LAS,MSY,162,0.265151887488218,0.38271604938271603,38.752058623749534,0.004509758966992055
ORD-SDF,ORD,SDF,449,0.26514905050629234,0.23162583518930957,62.796590792309736,0.012544840744391302
ORD-SNA,ORD,SNA,350,0.2651473075577191,0.26571428571428574,60.020585425240654,0.005628470918709964
PBI-PHL,PBI,PHL,222,0.26490621939972714,0.2882882882882883,65.08001200787656,0.009119020397121315
DFW-MYR,DFW,MYR,124,0.264862313626274,0.29838709677419356,55.806804272436324,0.009372123070061206
DTW-FLL,DTW,FLL,302,0.26482104199216855,0.2682119205298013,49.44044981571223,0.008325677335498825
JFK-PDX,JFK,PDX,178,0.26471917481904617,0.2247191011235955,46.80165096883024,0.009360279208507205
MIA-STX,MIA,STX,122,0.26461222059414036,0.26229508196721313,54.461903337572444,0.006601828074113267
ATL-MCO,ATL,MCO,1330,0.26458110883551883,0.3548872180451128,54.49855233457752,0.008118814599241459
EWR-LAX,EWR,LAX,764,0.2644174549319045,0.3324607329842932,54.90729671498244,0.007087323330259616
MSP-DCA,MSP,DCA,430,0.2644095619404039,0.31627906976744186,57.317074061548986,0.011112265058569035
CLE-SEA,CLE,SEA,118,0.26414253032308516,0.3474576271186441,53.541139764300844,0.008323025128062246
AVL-DFW,AVL,DFW,118,0.26377526689636505,0.3728813559322034,54.5763334823867,0.00843282158232548
SFO-SAN,SFO,SAN,1235,0.2637553785192339,0.4801619433198381,53.99423206113128,0.006623145178784286
SDF-BOS,SDF,BOS,119,0.2637000051366181,0.29411764705882354,63.24182507170349,0.011744736747236037
PBI-EWR,PBI,EWR,410,0.2636417266072297,0.25609756097560976,68.99976965741413,0.010799561410895133
ORD-MSY,ORD,MSY,374,0.263632393496878,0.31016042780748665,56.78177845286813,0.007344292546982502
DTW-MBS,DTW,MBS,224,0.2634060897731355,0.23214285714285715,84.83491555282048,0.009416390852753207
