route,origin_airport,dest_airport,completed_flights,mean_delay_prob,observed_delay_rate,mean_p90_min,mean_cancel_prob
COS-DFW,COS,DFW,354,0.2026356917905942,0.288135593220339,46.2270716866531,0.009204135523280026
DFW-ROW,DFW,ROW,178,0.2025900584425819,0.19101123595505617,50.17697331074918,0.014238151857260984
RDU-SEA,RDU,SEA,182,0.20257927448703691,0.1978021978021978,37.23751030387459,0.0064683214948093
SJU-BWI,SJU,BWI,227,0.20255607048189062,0.14537444933920704,32.78310406050493,0.009012386261782402
DTW-APN,DTW,APN,105,0.20247889373983655,0.11428571428571428,62.20567597888765,0.016158721339449567
AGS-DFW,AGS,DFW,121,0.20246487628083584,0.23140495867768596,74.78282562760282,0.016971670687780716
DTW-ROC,DTW,ROC,102,0.20244125422893786,0.22549019607843138,51.552560581880456,0.009566039648444321
MIA-GSP,MIA,GSP,130,0.20236027057354267,0.2846153846153846,41.04024508549617,0.006664044175368662
STL-EWR,STL,EWR,164,0.20234995253565835,0.22560975609756098,48.1459113272225,0.014111482594571598
LGA-RSW,LGA,RSW,102,0.20233598884706402,0.29411764705882354,50.14933688967836,0.01784487408162518
DRO-DFW,DRO,DFW,303,0.20229043265675553,0.1848184818481848,51.2543615523738,0.008917306069212807
SYR-DTW,SYR,DTW,224,0.20227448579056986,0.16071428571428573,63.76417626653399,0.007189245747609271
BGR-EWR,BGR,EWR,163,0.20218833078818818,0.34355828220858897,62.83766670461081,0.015413294684469373
SYR-CLT,SYR,CLT,176,0.20215655651620842,0.25,56.27365896918557,0.00905047318018559
CVG-SEA,CVG,SEA,173,0.20211425591583196,0.16184971098265896,39.891330145687036,0.006251275535360668
PHX-SJC,PHX,SJC,435,0.20209996851011255,0.3103448275862069,33.99454976553204,0.0024505772412641643
BWI-AUS,BWI,AUS,206,0.2020894724477842,0.32038834951456313,31.351760267053994,0.005183878227225726
BOS-MSY,BOS,MSY,119,0.20208531943689875,0.25210084033613445,45.508286548261886,0.006870171467422462
KTN-SEA,KTN,SEA,295,0.2020577156947831,0.12542372881355932,40.6481294082383,0.007220361580776454
ROC-ATL,ROC,ATL,171,0.20204720075367488,0.23391812865497075,49.74736417803848,0.009289782639988307
SMF-LAS,SMF,LAS,647,0.20202467121310544,0.23338485316846985,38.351270005728765,0.00436096450182914
LNS-ORD,LNS,ORD,96,0.2020008882197241,0.2916666666666667,59.72887770334879,0.010978663939576928
ATL-PWM,ATL,PWM,172,0.20186225056301715,0.38372093023255816,36.42963164351707,0.006615559903862463
FLL-LAX,FLL,LAX,353,0.20178239421111666,0.24929178470254956,46.09241167073885,0.0053804287727266635
BUR-LAS,BUR,LAS,623,0.2017687199933284,0.18459069020866772,38.49979619382855,0.006759385736950207
DEN-DFW,DEN,DFW,1058,0.20167977628359723,0.3393194706994329,48.20936610613067,0.008859661304002583
CLT-DAB,CLT,DAB,231,0.20164913148720026,0.24675324675324675,44.51968799112163,0.01545655502284649
DEN-DRO,DEN,DRO,351,0.2016462080626406,0.2621082621082621,50.08831350212423,0.006602016276953542
CLT-ALB,CLT,ALB,180,0.2015781403829654,0.28888888888888886,43.383006487952336,0.00817296319018576
SEA-OMA,SEA,OMA,120,0.201449033866326,0.15,30.489862616856893,0.005992710526863282
MSP-SAT,MSP,SAT,166,0.2014436128448291,0.23493975903614459,47.13667543250394,0.005554123278762374
ROC-EWR,ROC,EWR,115,0.2013422791076743,0.2,58.13772070511528,0.017534024931490422
SAT-BNA,SAT,BNA,174,0.2013260685763825,0.367816091954023,35.58520220888072,0.005873252197301814
HSV-DFW,HSV,DFW,369,0.2013057603987898,0.1842818428184282,54.66856452507702,0.010289283447377189
HOU-MAF,HOU,MAF,225,0.20130208164453506,0.3288888888888889,30.60551349427965,0.005158430695665041
BNA-LAS,BNA,LAS,346,0.20126617144298004,0.34971098265895956,32.89780813696756,0.0034498500725608696
MCO-PHX,MCO,PHX,302,0.20123207952753203,0.22847682119205298,38.145834697003394,0.0054129269341693115
MDW-CMH,MDW,CMH,227,0.2012272279561879,0.2555066079295154,36.638568911783494,0.008582284511468405
SNA-DFW,SNA,DFW,529,0.20120383827244628,0.22684310018903592,45.23998963584972,0.013146023002707145
MCI-PHX,MCI,PHX,365,0.20119481848119056,0.2273972602739726,35.03662822671132,0.004461513040460423
EWR-SLC,EWR,SLC,202,0.20119121493679462,0.23267326732673269,42.904819856775866,0.010911510641709334
LAX-PHL,LAX,PHL,470,0.20119002932246696,0.26382978723404255,49.61161874000062,0.0075653845902286035
MSP-BOI,MSP,BOI,168,0.20112919106724717,0.17261904761904762,35.08158771197001,0.002943302784115076
SHV-DFW,SHV,DFW,390,0.20107376504784974,0.2564102564102564,56.01323682344877,0.01572633761171143
PHX-EWR,PHX,EWR,386,0.20087497183387143,0.25129533678756477,52.734382271148995,0.009773981787209429
PIT-BOS,PIT,BOS,408,0.2008396698271527,0.23774509803921567,55.00779102129095,0.011246665524826808
LAS-HNL,LAS,HNL,360,0.2008358721103933,0.20277777777777778,39.92014880445269,0.0038285165317690118
LGA-XNA,LGA,XNA,142,0.20079096139106953,0.2112676056338028,50.62965770506523,0.01602931192311912
MOT-DEN,MOT,DEN,232,0.20078352055159107,0.1896551724137931,56.86519005380828,0.007336287360955426
SAN-SJC,SAN,SJC,921,0.20075658904580676,0.3322475570032573,36.09488033911822,0.003288502658533892
BWI-JAX,BWI,JAX,224,0.20074985472352377,0.3125,33.26267289263861,0.0067140707849628395
EWR-ILM,EWR,ILM,108,0.20073056055439842,0.23148148148148148,59.67811965942383,0.019780465855825047
SFO-LAX,SFO,LAX,2187,0.20072536088379758,0.38820301783264743,44.607795146703175,0.006421229724744695
PVD-MCO,PVD,MCO,216,0.200685975883432,0.30092592592592593,38.76022376837554,0.00717332204286423
LGA-BGR,LGA,BGR,111,0.2005969232938311,0.25225225225225223,34.19255792772448,0.012727432098725568
LAS-LGB,LAS,LGB,304,0.20059625762759856,0.29276315789473684,38.75326744819942,0.0031014089598549437
IAH-DFW,IAH,DFW,924,0.20055896735617093,0.31277056277056275,49.60896686248449,0.01147108701506657
MCI-AUS,MCI,AUS,268,0.20041955978289913,0.25,39.392949161244864,0.004834985028503946
MSY-ORD,MSY,ORD,370,0.20039026006250768,0.26756756756756755,47.20405311842222,0.009271548952326448
BFL-PHX,BFL,PHX,215,0.20037005567966507,0.13953488372093023,66.99670477578806,0.009827169587542475
BWI-DAL,BWI,DAL,308,0.20035682994775572,0.33766233766233766,31.8497914215187,0.0066387538539452685
IAH-ASE,IAH,ASE,117,0.20032487911546332,0.4017094017094017,62.468347011468346,0.014089877978890887
MSY-PHL,MSY,PHL,194,0.20032047153901808,0.28350515463917525,44.84597940543263,0.012220423566177488
EWR-BUF,EWR,BUF,132,0.20031510259617458,0.1590909090909091,54.13535722096761,0.015272801282675299
SEA-KTN,SEA,KTN,295,0.20027319031246638,0.21694915254237288,47.67365784079342,0.01038213332680784
TPA-IND,TPA,IND,113,0.20026827794788157,0.3008849557522124,39.807525512391486,0.005668572223696269
CMH-PHL,CMH,PHL,332,0.2002474353929241,0.20180722891566266,41.64541731110538,0.012688748561176752
CLE-MCO,CLE,MCO,392,0.2002246599568396,0.21683673469387754,48.467446356403585,0.005824470481195166
IAH-MFE,IAH,MFE,114,0.20018594502879863,0.2982456140350877,41.880303048250966,0.006486865642823671
CLT-DSM,CLT,DSM,118,0.20015106413324,0.4576271186440678,59.12014970941058,0.01034797963586228
MKE-MDW,MKE,MDW,120,0.2001343432813883,0.2833333333333333,39.4427960952123,0.010137814925372845
SEA-JFK,SEA,JFK,515,0.200101182805103,0.2504854368932039,38.125494455133826,0.012303559157067743
STS-SNA,STS,SNA,121,0.20008633131823264,0.1487603305785124,72.68367909202891,0.011669598527498975
BWI-HOU,BWI,HOU,252,0.20007658355115426,0.3055555555555556,30.23705264500209,0.0048609867963023135
DEN-FSD,DEN,FSD,364,0.20007499819109728,0.21703296703296704,42.45183021419651,0.006744559368195191
RDU-DFW,RDU,DFW,376,0.2000495057870099,0.2712765957446808,48.31447424787156,0.009632263890204903
HOU-MCI,HOU,MCI,181,0.20001959057720325,0.3149171270718232,38.15819024776227,0.0043486521239034254
DTW-STL,DTW,STL,341,0.19995101932381604,0.24926686217008798,38.71660620725749,0.005769831975256758
DFW-SGU,DFW,SGU,103,0.1999417060208552,0.44660194174757284,60.56443834767758,0.007409132706622283
DTW-SAV,DTW,SAV,121,0.19983917567109274,0.19834710743801653,44.056988928928845,0.007308215257849117
BWI-PVD,BWI,PVD,289,0.19979375500270652,0.1903114186851211,30.92511450955612,0.008848017326703197
IAH-CHA,IAH,CHA,121,0.19965027124921153,0.3305785123966942,55.68124036552492,0.008374739022253722
CLT-MHT,CLT,MHT,178,0.19962126828646393,0.29213483146067415,53.86755446101842,0.0074496830271168065
TPA-DEN,TPA,DEN,535,0.1995572421595315,0.2560747663551402,42.58958533099879,0.004580695813314782
HNL-SFO,HNL,SFO,540,0.19952977521827928,0.2222222222222222,37.11585583068706,0.004397855689053598
ATL-ONT,ATL,ONT,165,0.19948567255879893,0.3515151515151515,41.20824635823568,0.005055143625386769
LGA-ACK,LGA,ACK,200,0.19939545694738625,0.215,38.76313879013062,0.014732099985445125
MIA-SAN,MIA,SAN,121,0.19929076183187075,0.34710743801652894,44.59740462184938,0.006178187656781224
SAN-DFW,SAN,DFW,757,0.19925761821247942,0.29722589167767505,41.111766245752534,0.014033177449753399
BNA-PHX,BNA,PHX,388,0.19923938777220926,0.3247422680412371,33.16788679545687,0.0038037396979980305
BWI-PBI,BWI,PBI,181,0.199218453211679,0.2430939226519337,38.94001092963456,0.007148584650477042
IND-FLL,IND,FLL,129,0.19918579946077147,0.13178294573643412,33.6150251506835,0.005547309994612259
JFK-LAS,JFK,LAS,610,0.1991272295107607,0.2278688524590164,43.75208180536989,0.007739947019451441
DFW-LIT,DFW,LIT,458,0.19909009431777563,0.24672489082969432,33.818511402763136,0.009176790031227552
CLT-MSY,CLT,MSY,264,0.19905883299581933,0.35984848484848486,44.333703843030065,0.006071876852674353
LAS-ORD,LAS,ORD,787,0.19905779488015507,0.25921219822109276,48.37277543771979,0.007342500198250339
CLT-XNA,CLT,XNA,236,0.19901979424185673,0.2457627118644068,39.93088545233516,0.010253228169230737
SEA-STS,SEA,STS,102,0.19896035422297084,0.23529411764705882,27.936160124984443,0.010131370976965115
MSY-BNA,MSY,BNA,231,0.19887449489140407,0.3593073593073593,29.83948852902367,0.005974164578846881
MSP-CMH,MSP,CMH,220,0.1988102743571455,0.18636363636363637,37.641601857272065,0.006609405330361406
MSY-AUS,MSY,AUS,310,0.19879457806387255,0.35161290322580646,33.51233493281949,0.004729692262696204
BWI-ISP,BWI,ISP,276,0.19877953873272391,0.2463768115942029,27.59651128105495,0.00883486094674699
AEX-IAH,AEX,IAH,121,0.19872076907926353,0.2231404958677686,50.26980742147146,0.009743227348586575
MDW-PIT,MDW,PIT,172,0.1987088335634664,0.2441860465116279,34.59133814101995,0.007831260756190334
BNA-HOU,BNA,HOU,316,0.19869066375201638,0.4430379746835443,34.205355656297904,0.003726728437527168
MEM-DEN,MEM,DEN,260,0.19861770247897276,0.3192307692307692,42.80757985481849,0.0044985799318700455
MEM-CLT,MEM,CLT,293,0.1985676023638696,0.2593856655290102,37.83683890124637,0.009316635173557939
ECP-DFW,ECP,DFW,322,0.19855919973172756,0.3447204968944099,49.608293817650456,0.013037570132240212
BNA-DAL,BNA,DAL,444,0.1985117406542371,0.38738738738738737,33.086078293688665,0.005094986826810517
CLT-GSO,CLT,GSO,246,0.19842296578292926,0.3821138211382114,35.80115638515814,0.012199867269258917
SRQ-MDW,SRQ,MDW,108,0.19834026604614877,0.28703703703703703,37.454518755277,0.008234073399632637
LAX-PHX,LAX,PHX,1228,0.19828198554679896,0.22312703583061888,38.08613440035221,0.005250088642600386
SJU-JFK,SJU,JFK,564,0.19826697557504083,0.2907801418439716,55.265960079558354,0.01046895203592632
MCO-LAS,MCO,LAS,344,0.1982440994727577,0.2063953488372093,40.42007364228714,0.0046206753781956175
SAN-BOI,SAN,BOI,166,0.19802398822573294,0.2469879518072289,37.075242473418456,0.003710320506929364
DEN-LAX,DEN,LAX,1313,0.19800948223662304,0.30997715156131,39.445264606374145,0.004101106484074879
STL-BWI,STL,BWI,234,0.19798249050847486,0.3076923076923077,35.537317141508446,0.006488973252789535
LBF-DEN,LBF,DEN,104,0.1979412642092659,0.2980769230769231,46.00852790245643,0.007099023744768391
DAY-DFW,DAY,DFW,214,0.19788557715783608,0.18691588785046728,63.83110934105989,0.011326456698896733
DFW-LBB,DFW,LBB,443,0.1978768348592937,0.1963882618510158,48.0568112874946,0.007602271888907508
MRY-SFO,MRY,SFO,169,0.19782925057693346,0.6390532544378699,49.387183623906424,0.003922062791774378
EWR-DTW,EWR,DTW,531,0.19780526790073363,0.21468926553672316,48.08861425367452,0.014584597993234638
PHX-MCO,PHX,MCO,297,0.1977407374365964,0.26262626262626265,36.90019572864879,0.007280033381233041
ATL-SYR,ATL,SYR,203,0.197719515507738,0.24630541871921183,38.384125531013375,0.007805812055056986
MDW-DAL,MDW,DAL,418,0.1976976905410227,0.3277511961722488,30.631536981135465,0.008393288330589627
DFW-MSO,DFW,MSO,114,0.1976821953267382,0.35964912280701755,40.7612368433099,0.0063088284447216075
CHS-MIA,CHS,MIA,150,0.19761186172564824,0.22,40.04309270222982,0.007069458628967895
PHX-RNO,PHX,RNO,441,0.1975613454031566,0.26303854875283444,35.81814627095955,0.004582949566106159
PDX-ANC,PDX,ANC,243,0.19753018548949755,0.11934156378600823,30.719998677571613,0.0074908493178678145
EWR-MSN,EWR,MSN,110,0.19749145927754316,0.22727272727272727,52.853485107421875,0.01634913967722211
DFW-GNV,DFW,GNV,113,0.1974460404794828,0.22123893805309736,25.433568810994647,0.009042505861112946
LNK-ORD,LNK,ORD,288,0.19742328086350527,0.20833333333333334,64.91868535677592,0.012622157000005246
EWR-LAS,EWR,LAS,402,0.19738184825623806,0.2263681592039801,44.13830904699677,0.006213386681887101
MKE-LAS,MKE,LAS,167,0.1973801089707249,0.2215568862275449,34.64551258372689,0.004606581603952065
SEA-STL,SEA,STL,239,0.19737372921475804,0.13389121338912133,29.88032117947375,0.005438418998054511
DCA-MSP,DCA,MSP,425,0.19735813551089343,0.36941176470588233,49.155078818377326,0.010441063670441508
FLG-PHX,FLG,PHX,166,0.19731754980173455,0.1686746987951807,69.5139045485531,0.006631382156398843
LAX-TUS,LAX,TUS,451,0.19726570806323557,0.2682926829268293,43.130782283859084,0.003320861508888481
JAN-DFW,JAN,DFW,341,0.1971739595455508,0.30791788856304986,44.381962471343904,0.01381056308693271
MCI-BNA,MCI,BNA,248,0.19711515981884253,0.3024193548387097,29.843618110302955,0.005511509518139064
CLT-STL,CLT,STL,342,0.19711251373876604,0.22807017543859648,42.19644291637934,0.006517105785348378
SEA-EWR,SEA,EWR,451,0.19710622371036038,0.20842572062084258,42.4573782267433,0.010366092317375787
JNU-SEA,JNU,SEA,412,0.19709185606718643,0.15776699029126215,35.780908862363944,0.003747561665314839
PHX-SNA,PHX,SNA,810,0.19703021150680236,0.2641975308641975,37.49394128234298,0.004672884090725762
MHT-CLT,MHT,CLT,173,0.19701445309412963,0.3236994219653179,50.04859023562746,0.013050782210244746
CMH-LAS,CMH,LAS,132,0.19698951212745724,0.21212121212121213,35.206536054611206,0.004760742450316408
LAS-RNO,LAS,RNO,771,0.1969828737655657,0.2710765239948119,35.37091690959015,0.0041276243318302125
HOU-OKC,HOU,OKC,184,0.1969485994954796,0.358695652173913,30.81814812577289,0.004712136518007711
DCA-ATL,DCA,ATL,1064,0.196862270789487,0.3026315789473684,40.3175090264557,0.010607030964415362
LIT-DEN,LIT,DEN,265,0.1968596080845257,0.2339622641509434,48.164819249566996,0.005669225869728217
DEN-SNA,DEN,SNA,661,0.19684740751080002,0.29046898638426627,29.64789888465639,0.003573670628800887
CLT-CMH,CLT,CMH,349,0.19678672321973353,0.3037249283667622,37.8010555447685,0.010386495766554439
BOS-IND,BOS,IND,350,0.19677927623902047,0.18,41.57413890838623,0.010314727689708687
SEA-MSY,SEA,MSY,120,0.19671320567528408,0.225,26.460346587498982,0.006017091751391115
IAH-PIB,IAH,PIB,104,0.19666700752881858,0.3173076923076923,43.47240328788757,0.00752863979765347
PHX-TUS,PHX,TUS,653,0.19665489042289042,0.2557427258805513,40.81422821266911,0.00462658184132617
SEA-ABQ,SEA,ABQ,132,0.19665140703772055,0.21212121212121213,29.321039741689507,0.006735598444444777
MCI-DAL,MCI,DAL,327,0.19663793291748483,0.30275229357798167,28.90939867387124,0.006121001686025636
PHX-JFK,PHX,JFK,482,0.19663368672503476,0.22821576763485477,44.67709236323091,0.012645496342730819
BWI-CHS,BWI,CHS,210,0.19660974350713548,0.3,27.828137920016335,0.006543780006425378
IND-MIA,IND,MIA,124,0.19652332912289328,0.14516129032258066,58.628829063907745,0.008051592959311064
CHS-DFW,CHS,DFW,237,0.19651776017770486,0.25316455696202533,46.4082191966254,0.010223047770410177
ITO-HNL,ITO,HNL,1030,0.1964937413093245,0.16601941747572815,29.468118031048082,0.007102570315558145
BNA-JFK,BNA,JFK,176,0.19641963544894347,0.32386363636363635,44.74724046750502,0.012389434898640904
PWM-PHL,PWM,PHL,114,0.19638356004367796,0.23684210526315788,46.77247783593964,0.009329604120272348
MDW-ORF,MDW,ORF,174,0.19632849277093492,0.3505747126436782,30.608437132561345,0.009439563780853694
PDX-PHX,PDX,PHX,628,0.19629270018665654,0.28503184713375795,30.152671934692723,0.005574599178772755
LGA-SDF,LGA,SDF,172,0.1962877991500982,0.18604651162790697,42.798796221267345,0.018683529174369242
GRI-DFW,GRI,DFW,108,0.19624935373387956,0.4074074074074074,47.23690407364457,0.010602751464050795
CLT-SAT,CLT,SAT,236,0.19624654225752516,0.326271186440678,58.245791334216875,0.006709393768505072
DIK-DEN,DIK,DEN,105,0.19619645320233844,0.2857142857142857,47.5076413835798,0.007800489708426453
PHL-ATL,PHL,ATL,1056,0.1961412955442387,0.2727272727272727,43.59481780276154,0.010936367751676102
SLC-BOS,SLC,BOS,227,0.1961346699934174,0.2026431718061674,46.588551122186466,0.009383515350904332
STL-MKE,STL,MKE,114,0.19610125872126796,0.21929824561403508,32.64937957127889,0.006329657330194064
XNA-ORD,XNA,ORD,387,0.1960799566997114,0.23255813953488372,64.64925797533927,0.00882696980656481
DEN-DSM,DEN,DSM,443,0.19605339231057844,0.2618510158013544,46.32780869873598,0.006441295590578906
MDW-RDU,MDW,RDU,175,0.1960309926526887,0.3314285714285714,29.32574522290911,0.009051303265409337
GEG-DFW,GEG,DFW,115,0.19603025058041448,0.23478260869565218,40.86572514409604,0.009028644608872488
TUS-SAN,TUS,SAN,113,0.1960001152371411,0.30973451327433627,35.66145675794213,0.0051407843170556845
SHV-IAH,SHV,IAH,285,0.19597789974589097,0.22105263157894736,54.21762487511886,0.009457518466673661
LAX-JFK,LAX,JFK,1612,0.195926701959694,0.27419354838709675,46.635451487217,0.010310841707416392
IND-BNA,IND,BNA,121,0.19587463263637764,0.2396694214876033,35.82925884388695,0.006368866732313496
MSY-LAS,MSY,LAS,171,0.19585685658524607,0.30409356725146197,29.108836165645666,0.0036893182690119187
CVG-BOS,CVG,BOS,358,0.1958143909217259,0.19553072625698323,49.727212048109685,0.012905832418861488
DFW-MAF,DFW,MAF,504,0.1957642843444196,0.25396825396825395,33.1407020697518,0.011742943134725434
DEN-BIL,DEN,BIL,351,0.19557413826046507,0.26495726495726496,42.66500664300728,0.005628454699640123
PDX-LAS,PDX,LAS,520,0.19557339733896348,0.21153846153846154,31.46335241336089,0.005611265239751979
MSP-MEM,MSP,MEM,174,0.19548955058743214,0.16666666666666666,45.69261738349651,0.0060692929223712
CLT-LAX,CLT,LAX,420,0.1954116321745373,0.27380952380952384,38.282450959795995,0.005041991154138017
DRO-PHX,DRO,PHX,180,0.19541082175241575,0.28888888888888886,51.625276756286624,0.00569999687636055
STL-LAX,STL,LAX,179,0.19537028087584,0.3016759776536313,38.5920647615827,0.004542750400853239
SJC-PHX,SJC,PHX,459,0.19536653211368715,0.27450980392156865,38.70659314365429,0.004953594973746511
PHX-PDX,PHX,PDX,632,0.19533673551853134,0.31645569620253167,33.276854019376295,0.004785784011880321
TPA-MDW,TPA,MDW,254,0.1953214790936061,0.28346456692913385,36.052457253764,0.007522029966448051
RDU-BNA,RDU,BNA,338,0.19525022129114916,0.20118343195266272,28.74581325265783,0.006960495371672818
SEA-CMH,SEA,CMH,117,0.19522005357803443,0.15384615384615385,30.539692169580704,0.00934505283090649
AUS-MCI,AUS,MCI,268,0.19521708516821043,0.2462686567164179,44.60215533669315,0.00439348094663877
FSD-PHX,FSD,PHX,120,0.19508109303812185,0.18333333333333332,48.553852494557695,0.008092276228607193
ATL-MOB,ATL,MOB,151,0.19506651621978013,0.2847682119205298,40.60007366913044,0.009071053528867952
MSP-PDX,MSP,PDX,342,0.19502248976662842,0.14912280701754385,39.946708316691435,0.0053847205289098065
OGG-SEA,OGG,SEA,303,0.19496263620188528,0.1617161716171617,34.63118729103516,0.0070613385017839125
RDU-PHX,RDU,PHX,164,0.1949029880144247,0.4634146341463415,31.525270159651594,0.004276026528418423
MSP-STL,MSP,STL,347,0.1948985575405768,0.2507204610951009,39.08215732189695,0.004905493095506545
LAX-IND,LAX,IND,163,0.19488973481340643,0.2392638036809816,40.60177838729203,0.005324241737891897
DTW-LAX,DTW,LAX,354,0.1948757084707419,0.268361581920904,46.465565099554546,0.004753300184252816
BWI-MCI,BWI,MCI,172,0.1948688692564881,0.32558139534883723,34.93579555666724,0.005381954764539188
CLT-BHM,CLT,BHM,289,0.19484010761584378,0.2975778546712803,47.790639956517204,0.007320774771387176
CMH-AUS,CMH,AUS,115,0.1948228160324304,0.14782608695652175,37.98609082595162,0.005678303487566781
IAD-DTW,IAD,DTW,239,0.19482150673866272,0.200836820083682,47.34796227969884,0.007346217798398723
MCI-LAX,MCI,LAX,294,0.19479156380557283,0.16666666666666666,34.88412940745451,0.00474869479190837
ATL-DTW,ATL,DTW,792,0.19477546491631956,0.32575757575757575,42.71126765675015,0.007148826779351293
CMH-TPA,CMH,TPA,137,0.19474734597071244,0.24087591240875914,29.990957900555465,0.006344163169463475
BZN-DEN,BZN,DEN,514,0.1947464210340021,0.29377431906614787,46.98570121401479,0.004250906117131256
TPA-EWR,TPA,EWR,359,0.19473042560113507,0.2562674094707521,47.626550464577,0.008388055328198968
PNS-DCA,PNS,DCA,164,0.19471913630642543,0.3231707317073171,50.96303849103974,0.01410538988774488
DEN-TPA,DEN,TPA,537,0.19471728826007587,0.3128491620111732,37.17664635070432,0.005002289445312697
OKC-LAS,OKC,LAS,225,0.19471407655212614,0.24444444444444444,39.748158893585206,0.004737063050393707
BOS-RSW,BOS,RSW,189,0.1946897687262328,0.19576719576719576,50.06977766531485,0.010850999433414887
EVV-ORD,EVV,ORD,107,0.1946736286594489,0.08411214953271028,51.9632377267998,0.01505036503389603
DEN-RDU,DEN,RDU,307,0.19462844525563988,0.3322475570032573,35.92195598465612,0.0058354337016941074
BOS-MKE,BOS,MKE,161,0.19451401951890554,0.10559006211180125,38.14675194876535,0.011105078090184245
SAN-FAT,SAN,FAT,288,0.19443923535032404,0.2916666666666667,35.80391310983234,0.009300234985562999
BNA-AUS,BNA,AUS,503,0.1943936377289755,0.3240556660039761,34.17394950138646,0.004307355239784511
EWR-MSP,EWR,MSP,372,0.19438785723140162,0.24193548387096775,52.668945189445246,0.011547900792775732
MSP-BJI,MSP,BJI,120,0.19437186208864052,0.125,44.91953412691752,0.008206472346620237
DFW-CAE,DFW,CAE,177,0.194312727720724,0.24293785310734464,32.552524394234695,0.009540013666264714
DEN-MSP,DEN,MSP,1107,0.194091924086765,0.28184281842818426,42.116984179564824,0.004929240413360933
DCA-CLT,DCA,CLT,458,0.19408259931219718,0.28602620087336245,44.936695831831884,0.01028972448250608
RIC-MIA,RIC,MIA,103,0.19406789649748107,0.23300970873786409,40.035398001809725,0.0076219416805543005
EWR-MKE,EWR,MKE,158,0.1940266542796847,0.24050632911392406,34.415669079068344,0.015918906017073565
MSP-PHX,MSP,PHX,415,0.1939352411283068,0.1686746987951807,41.615083204981794,0.0046783284909140905
AUS-MSP,AUS,MSP,285,0.1939223846061188,0.24912280701754386,50.23026278311746,0.005088718866544037
DEN-GTF,DEN,GTF,121,0.19388618314069164,0.4380165289256198,31.474293354129003,0.0050166164263159285
JFK-AUS,JFK,AUS,393,0.1938819322194762,0.24173027989821882,43.06743627164807,0.008932238237725364
DEN-ONT,DEN,ONT,492,0.19384955545145321,0.35772357723577236,40.02238531035136,0.003791652341669852
TPA-HOU,TPA,HOU,182,0.19379031078910436,0.3021978021978022,34.96767050617344,0.00440774349587374
ONT-PHX,ONT,PHX,451,0.19378250375588293,0.21507760532150777,39.57348493038947,0.006311233437384714
BUF-LGA,BUF,LGA,197,0.19375126627344771,0.19289340101522842,51.474868440386004,0.017839551135297352
MSP-AUS,MSP,AUS,287,0.19370518578054183,0.2961672473867596,39.18256951042999,0.004600993143234017
IND-PHX,IND,PHX,246,0.19364289574446233,0.21544715447154472,42.33536324074598,0.004886770627435401
BOI-SFO,BOI,SFO,282,0.19363545980436583,0.5851063829787234,31.405583736744333,0.004857114501389619
SEA-BNA,SEA,BNA,359,0.1935526696876895,0.25069637883008355,38.61559053915125,0.007617320083930718
EWR-JAX,EWR,JAX,231,0.1935435879282105,0.19047619047619047,46.916375114804225,0.011089915831270532
FAI-ANC,FAI,ANC,194,0.1935388917468258,0.1134020618556701,56.21734101993521,0.008766047322215179
STL-DAL,STL,DAL,351,0.19339372587000203,0.37606837606837606,37.179997070562465,0.005890089147503703
CAE-LGA,CAE,LGA,103,0.19337232150499103,0.20388349514563106,36.201332907074864,0.012863175522764786
SEA-DCA,SEA,DCA,177,0.1933628463812467,0.2033898305084746,43.026117206293314,0.009419568788610111
JFK-RSW,JFK,RSW,169,0.19336022128014874,0.22485207100591717,49.08314286181207,0.014257195644854196
ORF-MDW,ORF,MDW,170,0.1933238622458542,0.38823529411764707,28.310677696676816,0.0065648223270810295
PIT-PHL,PIT,PHL,224,0.19329882812287127,0.20982142857142858,51.90663071189608,0.010339987702076144
CLT-DTW,CLT,DTW,546,0.19322248421363777,0.2783882783882784,44.32960524925819,0.007216335380644196
MIA-STL,MIA,STL,198,0.19319956817410208,0.2222222222222222,35.86571750496373,0.005839729566371652
PHX-BUR,PHX,BUR,541,0.1931865294145458,0.2199630314232902,37.07325751680103,0.006245442381828447
IND-TPA,IND,TPA,114,0.193170474286665,0.15789473684210525,36.88120655427899,0.006063284722091467
MSP-GRR,MSP,GRR,233,0.1931583835971202,0.24034334763948498,43.84462455618535,0.006601066160593418
JFK-ORF,JFK,ORF,104,0.19313950679050043,0.2980769230769231,42.92373305100661,0.018089815275743604
XWA-DEN,XWA,DEN,215,0.1931184047529864,0.26046511627906976,68.47711266805959,0.006571957712514779
ABI-DEN,ABI,DEN,121,0.19311749565699868,0.18181818181818182,38.35644788190353,0.00595180537421867
MIA-GSO,MIA,GSO,103,0.19301759777138533,0.33980582524271846,21.44100089212066,0.008564119119770251
CVG-CLT,CVG,CLT,296,0.1929983403785406,0.16891891891891891,54.31002239278845,0.009846914321393167
RDU-BOS,RDU,BOS,462,0.19297301069353567,0.21645021645021645,51.787692740882115,0.010937673239853264
MSN-PHX,MSN,PHX,121,0.19293481308566637,0.17355371900826447,48.951022108724295,0.004971884314186317
SFO-LAS,SFO,LAS,1045,0.19291898217854317,0.3923444976076555,46.012313201210716,0.005707343347279163
SHV-DEN,SHV,DEN,120,0.1929080634067456,0.43333333333333335,44.41561193466187,0.008582832503386519
